position,link,title,source,date,snippet,thumbnail
65,https://www.reuters.com/business/aerospace-defense/vietnam-minister-meets-lockheed-martin-spacex-us-visit-tariff-talks-2025-05-21/,"Vietnam minister meets Lockheed Martin, SpaceX on U.S. visit for tariff talks",Reuters,"May 20, 2025","Vietnam's Trade Minister Nguyen Hong Dien met officials of US firms such as Excelerate Energy (EE.N), Lockheed Martin (LMT.N), SpaceX and Google (GOOGL.O)",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d47ad79a3eea2c9962f2b6c42ed624ba9bb339e2d7541df05.jpeg
66,https://www.theguardian.com/us-news/2025/may/13/us-cut-tariff-small-china-parcels-de-minimis-shein-temu,US to slash tariff on small China parcels from 120% to 54%,The Guardian,"May 13, 2025",US to slash tariff on small China parcels from 120% to 54% ... The US has announced it is slashing the tariff on small parcels sent from mainland China and Hong...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291de1f4a0b0499ac6a5c08648333a6243f385a6843baba51b97.jpeg
67,https://www.cnbc.com/2025/05/06/trump-tariffs-trade-canada-china.html,Trump downplays tariff talks: 'We don't have to sign deals',CNBC,"May 6, 2025","President Donald Trump said in a surprising comment Tuesday that the United States does not need to ""sign deals"" with trade partners.",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d8b5ed1a7f47e4999a24a20e4919057b801b993dd03b087fc.jpeg
68,https://www.cnbc.com/2025/05/19/tariff-scams-red-flags.html,"Trump tariffs create the ‘perfect storm’ for scams, cybersecurity expert says — 3 red flags to watch out for",CNBC,"May 19, 2025","1. Unsolicited and urgent messages. Emails, texts, or social media ads promising ""tariff relief,"" ""vouchers,"" ""exemptions,"" or urgent offers like ""pay now to...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dee1858a7a8ae48cd327aafc3b6f2d678ab792d7d7973ee21.jpeg
69,https://www.reuters.com/business/retail-consumer/global-retailers-tariff-strategy-risks-spreading-pain-beyond-us-consumer-2025-05-20/,Global retailers' tariff strategy risks spreading pain beyond US consumer,Reuters,"May 20, 2025",Global retailers including sandal maker Birkenstock (BIRK.N) and jeweller Pandora (PNDORA.CO) are looking at spreading the cost of US tariffs by raising prices...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291db332d32749dabeaa46e0050cbe88fec2d648ede500f0fff9.jpeg
70,https://abcnews.go.com/Politics/federal-court-trump-power-impose-tariffs-unilaterally/story?id=122290881,Appeals court reinstates Trump's tariffs for now after ruling blocking them,ABC News,"May 28, 2025","The ruling marks the first time a federal court has issued a ruling on the legality of Trump's tariffs. In May, a federal judge in Florida nominated by Trump...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d98a6f75dcd49857b42d14d791137aa351f2ff4c5b961647c.jpeg
71,https://apnews.com/article/trump-tariffs-china-41d189bfe510e3ed7692da8647a14e64,"As US and China begin trade talks in Geneva, Trump's tariff hammer looks less mighty than he claims",AP News,"May 9, 2025","Trump suggested Friday that the US could lower its tariffs on China, saying in a Truth Social post that “80% Tariff seems right! Up to Scott.”",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d9941813d29d30eb3eedcd736014ddb7826e9817d1580e472.jpeg
72,https://www.cnn.com/2025/05/24/business/companies-raise-prices-trump-tariffs,These companies will raise prices because of Trump’s tariffs,CNN,"May 24, 2025",These companies will raise prices because of Trump's tariffs · Walmart. Walmart said on April 15 it would increase prices because Trump's tariffs were “too high...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d7a2507f7cf3ed576ef4b79968b36a3797025c4f604a9516e.jpeg
73,https://www.reuters.com/world/us/trump-tells-walmart-eat-tariffs-instead-raising-prices-2025-05-17/,Trump tells Walmart to 'eat the tariffs' instead of raising prices,Reuters,"May 18, 2025","US President Donald Trump said on Saturday that Walmart <WMT.N> should ""eat the tariffs"" instead of blaming duties imposed by his administration on imported...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dbac9f2fa11f558baae9763459376c918f0f7f5be739085a0.jpeg
74,https://www.bbc.com/news/articles/cy0k5x21y35o,Trump: US to double steel import tariffs to 50%,BBC,"May 30, 2025","US to double tariffs on steel and aluminium imports to 50%, Trump says ... President Donald Trump has announced the US will double its current tariff rate on...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dd9b44a93be71d2c1b2aa125208653a0c3eb455164d8af68d.jpeg
75,https://www.politico.eu/article/germany-finance-chief-eu-us-talks-after-donald-trump-tariff-threat/,German finance chief urges ‘serious’ EU-US talks after Trump tariff threat,POLITICO.eu,"May 25, 2025",German Finance Minister Lars Klingbeil on Sunday called for “serious negotiations” with the United States after U.S. President Donald Trump threatened to impose...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dc995e88024b7ddd250241727f03811fce8936cf99d815191.jpeg
76,https://www.investopedia.com/tariff-deals-aren-t-easing-consumer-concerns-yet-11736399,Tariff Deals Aren’t Easing Consumer Concerns Yet,Investopedia,"May 16, 2025",Key Takeaways · The Michigan Consumer Sentiment Survey showed a surprising decline in May as tariff-related worries continued to sour public opinion around the...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291da6a8c5aac5d568a4227069f6579b2b14b05a8efbe09a838d.jpeg
77,https://www.reuters.com/business/autos-transportation/tariff-crossfire-hits-toyota-nissan-ford-suppliers-japan-2025-05-23/,"Tariff crossfire hits Toyota, Nissan, Ford suppliers in Japan",Reuters,"May 22, 2025",Tariffs imposed by the Trump administration are so sweeping they threaten her own attempt to diversify the 78-year-old company into medical devices.,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d4bcf0c750be77b4c872ccb505e94fffa18b4f02022479a66.jpeg
78,https://www.theguardian.com/us-news/2025/may/12/china-us-agree-pause-trade-war-trump,Trump claims ‘total reset’ of US-China ties as 90-day pause to trade war agreed,The Guardian,"May 12, 2025",Donald Trump hailed a “total reset” in relations between China and the US after the countries agreed a 90-day pause to the deepening trade war that has...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d3df4d3e68c4b56fabf0e8f85b42c73e31e5e0ce43eaebdac.jpeg
79,https://www.economist.com/finance-and-economics/2025/05/18/trump-will-be-unpleasantly-surprised-by-americas-tariff-revenues,Trump will be unpleasantly surprised by America’s tariff revenues,The Economist,"May 18, 2025","At 145% the tariff was on the wrong side of the peak of the “Laffer curve”, the point at which higher rates reduce, rather than increase, revenue. It would have...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dd8df76164b1acb642e2aa9d76d1f2aea37a1f61f7f05111e.jpeg
80,https://www.cnn.com/2025/05/23/business/walmart-home-depot-target-tariffs-prices,Walmart got an angry message from Trump on tariffs. Then Home Depot and Target downplayed them,CNN,"May 23, 2025","“Walmart should STOP trying to blame Tariffs as the reason for raising prices throughout the chain,” Trump said on Truth Social. “Between Walmart and China they...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d33dde553083f7a964cb4c1f3153720655b27ced77bfa4b4a.jpeg
81,https://www.theguardian.com/us-news/2025/may/08/small-farms-trump-tariffs,"Trump tariffs to hit small farms in Maga heartlands hardest, analysis predicts",The Guardian,"May 9, 2025","Trump tariffs to hit small farms in Maga heartlands hardest, analysis predicts. Major corporations are best placed to benefit from Trump polices.",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d0012fea85ce60699805c9f8df3aa02801bdc904b6edc9172.jpeg
82,https://www.lemonde.fr/en/economy/article/2025/05/26/trump-extends-eu-tariff-deadline-until-july-9_6741664_19.html,Trump extends EU tariff deadline until July 9,Le Monde.fr,"May 26, 2025","Trump extends EU tariff deadline until July 9. Trump had threatened on Friday to invoke the steep tariffs as soon as June 1, saying talks with the European...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d7d6c005d308bb9cd57ba60b976152fc84d2903c2bd7a9d2f.jpeg
83,https://www.usatoday.com/story/news/politics/2025/05/28/trump-erupts-taco-trade-nickname-tariffs/83903123007/,Trump erupts when asked about 'TACO trade' ― a new nickname mocking his tariff approach,USA Today,"May 28, 2025","Trump lashed out at a reporter on May 28 who asked for his response to financial analysts embracing a new term called ""TACO trade."" The acronym stands for ""...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d142deae3b342118f6a569fb9944798f3f9787cbe89ca983a.jpeg
84,https://www.washingtonpost.com/business/2025/05/14/trump-tariffs-china-trade/,White House eased China tariffs after warnings of harm to ‘Trump’s people’,The Washington Post,"May 14, 2025","White House eased China tariffs after warnings of harm to 'Trump's people'. The president has backtracked repeatedly on his tariff policies, creating a whiplash...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d76a61d85b89d6eee18310cf04b4d03f435558692a0714766.jpeg
85,https://www.bbc.com/news/articles/cx2eg42nzpwo,EU 'strongly' regrets US plan to double steel tariffs,BBC,"May 31, 2025","EU 'strongly' regrets US plan to double steel tariffs ... The EU has said it ""strongly"" regrets Donald Trump's surprise plan to double US tariffs on steel and...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dc45c39ac4f18563189d2d460e2a3bb14ea3ca5a8d713115f.jpeg
86,https://www.bbc.com/news/articles/cglxldgx0l5o,Federal Reserve holds rates because of Trump tariff 'uncertainty',BBC,"May 7, 2025","Jerome Powell, chairman of the US Federal Reserve, during a news conference following a Federal Open Market Committee (FOMC) meeting in Washington, DC, US.",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d288ae704125c25fda7260270cc2f63777ce0f3a1d9460240.jpeg
87,https://www.bbc.com/news/articles/cwy04kjwk09o,Trump film tariffs: What next for Hollywood and beyond?,BBC,"May 5, 2025",Marvel's Thunderbolts is currently top of the US box office. LIVE Trump on non-US movie tariffs: 'Hollywood is being destroyed'.,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dbb1dd136edaa05151bd87d35f4aed4194de9dca4b979f1a4.jpeg
88,https://www.aljazeera.com/economy/2025/5/9/i-dont-have-the-cash-to-pay-for-these-tariffs-us-small-biz-suffers,‘I don’t have the cash to pay for these tariffs’: US small biz suffers,Al Jazeera,"May 9, 2025",The president has claimed the tariffs incentivise businesses to bring manufacturing back stateside. But that has left hundreds of small businesses like Abel's...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d8b449ee972557096bfa3aeee8d30e41c6f6648cfdb638ba5.jpeg
89,https://www.usatoday.com/story/news/politics/2025/05/05/trump-announces-tariff-on-foreign-films/83452190007/,White House walks back Trump's big Hollywood tariff announcement,USA Today,"May 5, 2025","Trump said he is instructing members of his administration to ""immediately begin instituting a 100% Tariff"" on films produced overseas. ... The White House...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d0061711a7c4f6c96ea7f6b610891c379bd4663fc650788c5.jpeg
90,https://apnews.com/article/china-us-switzerland-tariffs-negotiations-20f32dd4f11b66bfd73bd105b7acad5a,"US touts ‘substantial progress’ in tariff talks with China, but details are still scarce",AP News,"May 11, 2025",The lead US negotiator in trade talks with China cheered “a great deal of productivity” in resolving differences between the world's two leading economic...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d2dd064288940b9061d18d98b2d3660727c69b4a18c0fd491.jpeg
91,https://www.businessinsider.com/trump-90-day-tariff-deal-china-leaves-small-businesses-struggling-2025-5,Trump's 90-Day Tariff Truce With China Offers Scant Relief to Small Businesses,Business Insider,"May 17, 2025",The US lowered tariffs on Chinese goods to 30%. The agreement lasts for 90 days and it's unclear what will happen after it expires.,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291dc6a03ca6a15510cf3193faa42fcb95bcbf1d9114752b39aa.jpeg
92,https://www.nytimes.com/2025/05/03/business/china-tariffs-temu-shein.html,Trump’s Tariff on Cheap Chinese Imports Will Cost Big Tech Billions,The New York Times,"May 3, 2025",President Trump eliminated the exemption that had allowed goods made in mainland China and Hong Kong valued at less than $800 to enter the United States...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291df9ad3163b4cb59c60fcd5071c60bc739edf69ccc296bd087.jpeg
93,https://www.politico.eu/article/eu-wont-accept-uk-china-style-tariff-deal-with-trump-ministers-say/,"EU won’t accept UK-style tariff deal with Trump, ministers say",POLITICO.eu,"May 15, 2025",EU countries warned Thursday that they would reject any trade deal with President Donald Trump that mirrors the US agreement with the UK.,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d998f18570b965e9a64c39dce32d1899f11f5ae199815cf7b.jpeg
94,https://www.wsj.com/livecoverage/stock-market-today-tariffs-trade-war-05-23-2025/card/trump-threatens-apple-with-25-tariff-on-foreign-made-iphones-spJeeb9JjkAsSpDCqYIS?gaa_at=eafs&gaa_n=ASWzDAh9ohzXpYB_b-67NSHOOHRcPrbA7sTui7R6HhWL7w00CZ0UXalQ1SK0&gaa_ts=688ca820&gaa_sig=grjCDWC5iZEnBTZt8RQgi3FxZMvU-xjXQ4L9tLS5u9JhXgCM5MyiF-_u1__OCgpQm5RKuYrec0LyTiqNDw1giA%3D%3D,Trump Floats 25% Tariff for Apple on Foreign-Made iPhones,The Wall Street Journal,"May 23, 2025",Trump Floats 25% Tariff for Apple on Foreign-Made iPhones.,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d86475a26d760370911b55f38a37432cf65796661b4170f52.jpeg
95,https://www.usatoday.com/story/news/politics/2025/05/23/donald-trump-tariff-european-union-goods/83813295007/,"Trump threatens steep tariffs on European Union goods, targets iPhones; recap",USA Today,"May 23, 2025",Trump warned Apple CEO Tim Cook of a new 25% import tax if his company's trademark iPhones are not made in the United States.,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d96ab834662f89e2c55a931845d4d40baca0ad03f14d32b50.jpeg
96,https://www.theguardian.com/us-news/2025/may/20/trump-tariffs-prices-allianz-report,Majority of US companies say they have to raise prices due to Trump tariffs,The Guardian,"May 20, 2025",Majority of US companies say they have to raise prices due to Trump tariffs ... A majority of US companies say they will have to raise their prices to accommodate...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d64a3e932b1d7bb9dd1cde084e63dbd5500a94badfaef2fc3.jpeg
97,https://thehill.com/homenews/administration/5291829-donald-trump-china-tariffs-reduction-80-percent/,Trump signals he’s willing to lower China tariffs,The Hill,"May 9, 2025","Trump on Friday said an 80 percent tariff on China seemed like the right number, which would dramatically drop the import tax on Beijing's goods from 145...",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d7f99dd51a6a62dadf482245b36056c886d0f6bc19b67a304.jpeg
98,https://www.politico.com/news/2025/05/13/trump-tariffs-inflation-trade-economy-fed-powell-00344184,"Trump tariffs have little impact on prices so far, defying grim forecasts",Politico,"May 13, 2025","Trump tariffs have little impact on prices so far, defying grim forecasts. Inflation climbed at the slowest pace since early 2021 in April.",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291d5dc59bf5f558ebb67efeb885c98d13a334f48273934828bb.jpeg
99,https://www.washingtonpost.com/business/2025/05/29/trump-tariff-trade-emergency-powers-court/,Trump’s use of emergency law to enact tariffs imperils trade war strategy,The Washington Post,"May 29, 2025",Trump's use of emergency law to enact tariffs imperils trade war strategy ... A pair of courtroom defeats has blown a hole in President Donald Trump's plan to use...,https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291db3a5f6b9494c4c0f5832017149c69dd23733edec761f5f23.jpeg
100,https://www.bbc.com/news/articles/cgr5xrygzk5o,Trump threatens tariffs on Apple iPhones and EU products,BBC,"May 23, 2025","Trump reignites tensions with EU tariff threats. 23 May 2025. Share Save Michael Race & Natalie Sherman Business reporters, BBC News.",https://serpapi.com/searches/688ca49969a32298765151a0/images/af94e32e42a9291db65c19e303c836b8d47eab3e6a13488b468e3aa2636ed923.jpeg
1,https://www.nytimes.com/2025/05/03/business/china-tariffs-temu-shein.html,Trump’s Tariff on Cheap Chinese Imports Will Cost Big Tech Billions,The New York Times,"May 3, 2025",President Trump eliminated the exemption that had allowed goods made in mainland China and Hong Kong valued at less than $800 to enter the United States...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077650567dc4b9a1aa18e9e687aafcf1387fb2392bb4052b599.jpeg
2,https://www.politico.eu/article/eu-wont-accept-uk-china-style-tariff-deal-with-trump-ministers-say/,"EU won’t accept UK-style tariff deal with Trump, ministers say",POLITICO.eu,"May 15, 2025",EU countries warned Thursday that they would reject any trade deal with President Donald Trump that mirrors the US agreement with the UK.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07723b7d217fb13b2b00683f97fdc0e9cefeed14281406c9ae6.jpeg
3,https://www.wsj.com/livecoverage/stock-market-today-tariffs-trade-war-05-23-2025/card/trump-threatens-apple-with-25-tariff-on-foreign-made-iphones-spJeeb9JjkAsSpDCqYIS?gaa_at=eafs&gaa_n=ASWzDAj9sQ32qSfhZn4QExYh-fEKrlQqWHdmNOzrqezdQD0ZOhHSjGqZC9UR&gaa_ts=688ca822&gaa_sig=TMmAetD1thyGOAVfJZ22A9xav7T0RMC5OOzzcA8Qp3YhMzy5P3yYpTvx8quseHv2vhXehsx81vfxHMmWd7uaPQ%3D%3D,Trump Floats 25% Tariff for Apple on Foreign-Made iPhones,The Wall Street Journal,"May 23, 2025",Trump Floats 25% Tariff for Apple on Foreign-Made iPhones.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07755790c661be4d31c4b40173a2ee0520028b25cdddf6649f3.jpeg
4,https://www.usatoday.com/story/news/politics/2025/05/23/donald-trump-tariff-european-union-goods/83813295007/,"Trump threatens steep tariffs on European Union goods, targets iPhones; recap",USA Today,"May 23, 2025",Trump warned Apple CEO Tim Cook of a new 25% import tax if his company's trademark iPhones are not made in the United States.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077635719ac928b1ee6f1e38362d3d44769cd8d03f9a03c2140.jpeg
5,https://www.theguardian.com/us-news/2025/may/20/trump-tariffs-prices-allianz-report,Majority of US companies say they have to raise prices due to Trump tariffs,The Guardian,"May 20, 2025",Majority of US companies say they have to raise prices due to Trump tariffs ... A majority of US companies say they will have to raise their prices to accommodate...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077b7a48394c748cd67b6a71757d3c30a2534bb82862a79021f.jpeg
6,https://thehill.com/homenews/administration/5291829-donald-trump-china-tariffs-reduction-80-percent/,Trump signals he’s willing to lower China tariffs,The Hill,"May 9, 2025","Trump on Friday said an 80 percent tariff on China seemed like the right number, which would dramatically drop the import tax on Beijing's goods from 145...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07770016eeb346ffacf18aba6f665ecc88e4ad2ddf6d402f5c0.jpeg
7,https://www.politico.com/news/2025/05/13/trump-tariffs-inflation-trade-economy-fed-powell-00344184,"Trump tariffs have little impact on prices so far, defying grim forecasts",Politico,"May 13, 2025","Trump tariffs have little impact on prices so far, defying grim forecasts. Inflation climbed at the slowest pace since early 2021 in April.",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077cebc7a33e908528bc778f606402cfb5e126033a0e39818a7.jpeg
8,https://www.washingtonpost.com/business/2025/05/29/trump-tariff-trade-emergency-powers-court/,Trump’s use of emergency law to enact tariffs imperils trade war strategy,The Washington Post,"May 29, 2025",Trump's use of emergency law to enact tariffs imperils trade war strategy ... A pair of courtroom defeats has blown a hole in President Donald Trump's plan to use...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077b1e2e7cc477e9e3f5e9f94051a3630748d8b17a3100256e4.jpeg
9,https://www.bbc.com/news/articles/cgr5xrygzk5o,Trump threatens tariffs on Apple iPhones and EU products,BBC,"May 23, 2025","Trump reignites tensions with EU tariff threats. 23 May 2025. Share Save Michael Race & Natalie Sherman Business reporters, BBC News.",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07790e83ea99697f1d18e6c675266eafc4d8cafbe4cf5e811b1.jpeg
10,https://www.bbc.com/news/articles/cq857yqwvldo,EU calls for US trade deal based on 'respect' after Trump's tariff threats,BBC,"May 23, 2025",EU calls for 'respect' after Trump threatens 50% tariffs ... The European Union's trade chief said the 27-member bloc is committed to securing a trade deal with...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0775abd10ef3a8faa5d9aea161c0a2c104547ed0b8da4166543.jpeg
11,https://thehill.com/business/5294371-trump-total-reset-us-china-trade-tariff-talks/,Trump suggests ‘total reset’ in US-China trade relations amid tariff talks in Geneva,The Hill,"May 11, 2025",Trump suggests 'total reset' in US-China trade relations amid tariff talks in Geneva ... President Trump on Saturday suggested a “total reset” in U.S.-China trade...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077438626f7317b914563b0b5c8c573b0e7a3056ad0de087948.jpeg
12,https://www.cnn.com/2025/06/01/business/small-businesses-struggle-under-trumps-tariffs,Small businesses struggle under Trump’s tariff whiplash: ‘I’m so angry that my own government has done this to me’,CNN,"Jun 1, 2025","Some small business owners have had to make difficult decisions as they've grappled with the impact of tariffs. EveAnna Manley, whose company Manley Labs makes...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077459e9b58b73361ea25ca474a7daa936221688f946d235d02.jpeg
13,https://www.cnbc.com/2025/05/22/tariff-pause-boosts-china-imports-retail-empty-shelves-supply-risk.html,"Trump tariff pause bumps up China imports, but less retail choice and higher prices are coming: CNBC Supply Chain Survey",CNBC,"May 22, 2025","Trump tariff pause bumps up China imports, but less retail choice and higher prices are coming: CNBC Supply Chain Survey · CNBC Supply Chain Survey: Higher...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07799cd88280a3f95c5a86109b06c792042ad40268f70563ce8.jpeg
14,https://www.theguardian.com/film/2025/may/06/trump-movie-industry-tariffs-actor-jon-voight,Trump called for 100% tariff on foreign films a day after Jon Voight proposed ‘limited’ tariffs,The Guardian,"May 6, 2025",US president Donald Trump announced his 100% tariff on films “coming into our country produced in foreign lands” one day after meeting with actor Jon Voight to...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0778c6d64c5af8a5cefb0f121676de4a35f2424564021b32583.jpeg
15,https://www.theguardian.com/us-news/2025/may/11/trump-claims-total-reset-in-us-china-trade-relations-after-tariff-talks-in-geneva,Trump claims ‘total reset’ in US-China trade relations after tariff talks in Geneva,The Guardian,"May 11, 2025",Trump claims 'total reset' in US-China trade relations after tariff talks in Geneva ... Donald Trump has hailed a “total reset” in US-China trade relations after...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0775bc745b624509b518725ee5484f260729d7d11714ca411e9.jpeg
16,https://www.theguardian.com/us-news/2025/may/02/why-is-trump-ending-de-minimis-tariff-loophole-low-value-goods,Why is Trump ending the ‘de minimis’ tariff loophole on low-value imports?,The Guardian,"May 2, 2025",The US is closing a loophole that allowed low-value goods to be shipped into the US without paying any import fees.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077d2b25949f14f8132f06a467c33d2d1601e00c0a7625a5380.jpeg
17,https://www.theguardian.com/us-news/2025/may/04/trump-tariffs-foreign-movies,Trump announces 100% tariffs on movies ‘produced in foreign lands’,The Guardian,"May 4, 2025","Donald Trump on Sunday announced on his Truth Social platform a 100% tariff on all movies “produced in Foreign Lands”, saying the US film industry was dying a “...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077cabb7d81aaae15785186ad6d91efcf6d438f62db72c5ccd4.jpeg
18,https://www.politico.com/news/2025/05/05/white-house-tariffs-anxiety-00330259,White House urges patience on tariffs as anxiety over prices escalates,Politico,"May 5, 2025",White House urges patience on tariffs as anxiety over prices escalates. Port officials say they've yet to hear from the administration as their shipping volumes...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077228913ee0ddb02216ec79f0c78cd06972bc252d59c8e3b40.jpeg
19,https://www.cnbc.com/2025/05/26/businesses-are-finding-a-tariff-workaround-the-first-sale-rule.html,Businesses are finding a workaround for tariffs — and it's entirely legal,CNBC,"May 26, 2025",The first sale rule allows US importers to use the price of the first sale in a number of transactions to calculate customs duties.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077b15e33753798926398ef874928a871b411b0031a29336115.jpeg
20,https://www.reuters.com/business/autos-transportation/china-low-value-package-tariff-exemption-ends-questions-remain-over-us-2025-05-02/,"China low-value package exemption ends with questions over US tariff collections, logistics",Reuters,"May 2, 2025","The Trump administration ended US duty-free access for low-value shipments from China and Hong Kong on Friday, removing the ""de minimis"" exemptions.",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077724585357cfd8ad6b397590766596dedc496ddce9c1383a3.jpeg
21,https://www.nytimes.com/2025/05/05/business/tariffs-europe-boycott-american-goods.html,"Buy American? No Thanks, Europe Says, as Tariff Backlash Grows.",The New York Times,"May 7, 2025",A shifting perception of the United States amid President Trump's trade war is prompting Europeans to pivot decisively away from US goods and services.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c077dba8a2a0e11d21797320c85195f3777c1d4badd8a3c9e1f3.jpeg
22,https://finance.yahoo.com/news/2-laws-trump-could-use-to-reimpose-his-tariffs-and-why-he-might-use-both-162942332.html,2 laws Trump could use to reimpose his tariffs (and why he might use both),Yahoo Finance,"May 29, 2025","President Trump's trade plans ran into a stumbling block this week when a court blocked a wide swath of his tariffs. But he could bounce back quickly,...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07791072a3291d7cc88566b5c15572b376acec1e6bb12c9c9dd.jpeg
23,https://www.cnbc.com/2025/05/01/gm-2025-guidance-tariffs.html,"GM lowers 2025 guidance, citing up to $5 billion in tariff exposure",CNBC,"May 1, 2025",DETROIT — General Motors on Thursday lowered its 2025 financial guidance to include an expected $4 billion to $5 billion impact as a result of President Donald...,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c0771e9998f0ba93b0c5df800f1f47b2757b06cc78676481a1ef.jpeg
24,https://www.propublica.org/article/us-officials-stock-sales-trump-tariffs,More Than a Dozen U.S. Officials Sold Stocks Before Trump’s Tariffs Sent the Market Plunging,ProPublica,"May 22, 2025",More than a dozen high-ranking executive branch officials and congressional aides have made well-timed trades since Trump took office in January.,https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07790b94d4f8fc20def6e6febaa9475370b97c1c0f2710c9f06.jpeg
25,https://www.reuters.com/business/autos-transportation/south-korea-vows-support-biopharmaceutical-auto-sectors-over-us-tariffs-2025-05-20/,"South Korea vows more policy support, including for drugmakers, as US tariffs weigh",Reuters,"May 20, 2025","South Korea pledged on Wednesday more support measures for key export industries such as biopharmaceuticals and autos, as US President Donald Trump's sweeping...",https://serpapi.com/searches/688ca49d4c437fd09b8cdb0f/images/b48d88933dd1c07718ce36efad51e41bc189f3724d07f8c8004e5c3bae8198ee.jpeg
