position,link,title,source,date,snippet,thumbnail
78,https://www.axios.com/2025/04/09/trump-tariffs-pause-china-stocks-recession,"Trump backs off tariffs, except for China",Axios,"Apr 9, 2025","Trump scales back tariffs, except on China ... President Trump in the White House Rose Garden, holding up an order he'd ... President Trump paused the sweeping...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e15475a35b55425940432a306a1fb34accfcdbb15b21c76d5.jpeg
79,https://focustaiwan.tw/politics/202504030008,Taiwan calls Trump's 32% tariff 'deeply unreasonable',Focus Taiwan,"Apr 3, 2025",The Executive Yuan on Thursday decried US President Donald Trump's 32 percent tariff on Taiwanese goods announced hours earlier.,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e7d5a5a6d0d748ead24f70030251d5dcff47d4089927c394c.jpeg
80,https://www.aljazeera.com/news/2025/4/9/soybeans-china-and-eus-secret-weapon-against-trumps-tariff-wars,Soya beans: China and EU’s secret weapon against Trump’s tariff wars?,Al Jazeera,"Apr 9, 2025","On Saturday, China placed an additional 34 percent on all US goods, bringing the surcharge on soya, in particular, to 44 percent. A further 50 percent hike on...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e48150628ba6be9b73f5f8ed34b2f3252adbe05f186aef9c6.jpeg
81,https://www.bbc.com/news/live/cp8vyy35g3mt,Trump says he is open to talks after hiking China tariffs to 125%,BBC,"Apr 9, 2025","The US president increased tariffs on Chinese imported goods to 125% ""effective immediately"". He also announced a 90-day pause on tariffs above 10%.",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3ee7488671447ffb3295d11750efcc4fd21c70d4fe29b83eb3.jpeg
82,https://www.nbcnews.com/news/world/tariff-trade-war-china-beijing-trump-washington-us-economy-markets-rcna202535,Trump says the U.S. and China are 'actively' discussing tariffs. Beijing says that's false.,NBC News,"Apr 24, 2025","While Trump said Wednesday that the world's two largest economies are “actively” talking, a Chinese foreign ministry spokesperson responded that “China and the...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e7c47855c7da335ac57b2f02797f6a01a882a84a777604917.jpeg
83,https://www.politico.com/news/2025/04/07/trump-bessent-trade-deals-tariff-endgame-messaging-00277395,Bessent flew to Florida to lobby Trump on tariff message,Politico,"Apr 7, 2025",Treasury Secretary Scott Bessent flew to Florida Sunday to encourage President Donald Trump to focus his message on negotiating favorable trade deals — or risk...,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e30693da70322095a7fe3e2502ded1d93b3f10816d1f57966.jpeg
84,https://www.cnbc.com/2025/04/10/china-trump-tariffs-live-updates.html,Trump trade advisor says stock market plunge 'No big deal': Live updates,CNBC,"Apr 10, 2025","Trump trade advisor says stock market plunge 'No big deal': Live updates · President Donald Trump dramatically reversed course, dropping his country-specific...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e46e854f12e53fbfe7b689fa9458ea4ce5b122eff94e461e6.jpeg
85,https://www.cnn.com/2025/04/09/health/pharmaceutical-tariffs-trump,"Trump drug tariffs would drive up prices, worsen shortages before any boost to US manufacturing, experts warn",CNN,"Apr 9, 2025","“Major” tariffs on pharmaceutical imports are coming soon, President Donald Trump says, pledging that they'd help bring drug manufacturing back to the US.",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e2c10f3de2c457c00a1f1a6ae063876f4a4d6670a42393e57.jpeg
86,https://www.politico.com/news/2025/04/04/trump-tariffs-never-change-stock-market-china-030780,"Trump says tariff policies ‘WILL NEVER CHANGE’ amid plunging stocks, Chinese response",Politico,"Apr 4, 2025","Trump says tariff policies 'WILL NEVER CHANGE' amid plunging stocks, Chinese response. The president's sweeping tariff plan has thrown markets into chaos and...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e61a37ac14f2056bc41974478376c27fc234b4ed65e6b6e84.jpeg
87,https://www.reuters.com/world/brazil-egypt-singapore-among-potential-winners-tariff-onslaught-2025-04-08/,"Brazil, Egypt and Singapore among potential winners from tariff onslaught",Reuters,"Apr 8, 2025",A handful of countries are emerging as potential winners although the risk of a tariff-induced recession will limit the upside.,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3ee15c1e0031b5ca100d96e466e8084e7f9f158f4d65428d45.jpeg
88,https://www.politico.com/news/2025/04/03/trump-tariffs-congress-republicans-powerless-00271537,Republicans play powerless as Trump tariff fears sweep across the globe,Politico,"Apr 3, 2025",Republicans on Capitol Hill — who could use their own votes to stop the new tariffs cold — made clear they had no intention of acting anytime soon...,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e19669baad8e61cc8a43c9de5e1cba5e8ef5c6c3ef9be14cd.jpeg
89,https://www.bbc.com/news/articles/c8rgkkl7v8lo,Donald Trump threatens new 50% tariffs on China,BBC,"Apr 8, 2025",Trump threatens new 50% tariffs on China. 8 April 2025. Share Save Emma Haslett and Charlotte Edwards Business Reporters.,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3ec378447770a62cbea39410337c3a192648594d9a4fc88b42.jpeg
90,https://www.nytimes.com/2025/04/16/business/economy/trump-tariffs-global-economy.html,"Trump Has Threatened Much Worse, but the 10% Tariffs Will Still Sting",The New York Times,"Apr 16, 2025","The blanket tariffs, once considered extreme, still threaten to harm world trade and make everything more expensive for businesses and consumers.",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e118e1070c2e7273589189730b6dc983228b1038ad9d2d890.jpeg
91,https://www.aljazeera.com/news/2025/4/7/eu-offers-zero-tariff-deal-to-us-but-prepares-for-trade-war,EU offers zero tariff deal to US but prepares for trade war,Al Jazeera,"Apr 7, 2025",European Commission President Ursula von der Leyen had earlier stated that the EU was prepared to negotiate a “zero-for-zero” tariff agreement on industrial...,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e385c378e6a65bb929a57bcadface9ec2142feaba92819d8c.jpeg
92,https://www.euronews.com/2025/04/11/white-house-clarifies-tariff-rate-on-most-chinese-imports-is-actually-145,White House says tariff rate on most Chinese imports is now 145%,Euronews,"Apr 11, 2025","US President Donald Trump announced a new levy of 125% on goods from China on Wednesday, but the White House has since clarified that rate is on top of an...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3eac0eeb13d789944dee2cc5f8a55c54c6ae136f6147befb49.jpeg
93,https://www.cbsnews.com/news/trump-tariffs-exceptions-exemption-china-electronics-apple/,"Trump says there are no tariff exceptions in his trade war, despite electronics exemptions",CBS News,"Apr 14, 2025","On Friday, a notice published by the U.S. Customs and Border Protection office said that smartphones, computers and other electronics are excluded from his...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e0d0530468ac11f1d10a27f2f1a8316439a3f33291419cd3d.jpeg
94,https://www.bbc.com/news/articles/c62z54gwd22o,Trump threatens new tariffs on smartphones days after exempting them,BBC,"Apr 14, 2025",Trump threatens new tariffs on smartphones days after exempting them ... Donald Trump says Chinese-made smartphones and other electronics will not be exempt from...,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e4d50ebc99f9ffcb114880c21a127a3ab91cb5be51600a511.jpeg
95,https://www.nytimes.com/2025/04/09/business/economy/trump-trade-deficit-tariffs-economist-doubts.html,‘Totally Silly.’ Trump’s Focus on Trade Deficit Bewilders Economists.,The New York Times,"Apr 9, 2025",Behind Trump's new tariffs is a goal that is as ambitious as it is unrealistic: eliminating the bilateral trade deficit with every U.S. trading partner.,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3ecdc74bf53e7b7d49df16ef879b686cf749116f7b8ad43d8d.jpeg
96,https://www.aljazeera.com/news/2025/4/10/chinas-84-percent-tariff-on-us-goods-takes-effect,China’s 84 percent retaliatory tariff on US goods takes effect,Al Jazeera,"Apr 10, 2025","A steep 84 percent tariff on all United States goods entering China has kicked in, ratcheting up a trade war with Washington while calling for a dialogue “on...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3eceea4d04864d327c783f225b9f1b87c76c6b49f169bcd240.jpeg
97,https://www.nytimes.com/2025/04/10/opinion/ross-douthat-interesting-times.html,Opinion | This Instability May Be Worth It. Here’s Why.,The New York Times,"Apr 10, 2025",Oren Cass makes the case for tariffs.,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3ee228d5ec2f38790db99e1a0aeb058df68721c852c536a1fd.jpeg
98,https://www.reuters.com/markets/how-china-went-courting-trump-never-yield-tariff-defiance-2025-04-13/,How China went from courting Trump to ‘never yield’ tariff defiance,Reuters,"Apr 14, 2025",This account of how China shifted from seeking a deal to punching back with retaliatory tariffs and threatening all-out defiance is based on interviews with...,https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3ee8f1add1660bca1fda9ef87a7745071eec680fd3959c85f4.jpeg
99,https://www.bbc.com/news/articles/c5y66qe404po,US pauses higher tariffs for most countries but hits China harder,BBC,"Apr 9, 2025","US pauses higher tariffs for most countries after market havoc, but hits China harder ... President Donald Trump has announced a 90-day pause for countries hit by...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e576e11ae71eb96c987002dca03e203f9121746299bfcc9d3.jpeg
100,https://www.politico.eu/article/donald-trump-says-eu-must-buy-350b-of-us-energy-to-get-tariff-relief/,Trump says EU must buy $350B of US energy to get tariff relief,POLITICO.eu,"Apr 8, 2025","The European Union will have to commit to buying $350 billion of American energy to get a reprieve from Donald Trump's sweeping tariffs, the U.S. president said...",https://serpapi.com/searches/688ca4e1d3982c295abec1d6/images/46e7ad06d0797b3e8a2c53460fde4d60dd792959dd9e0edfbc24e8b9e0d4e2e1.jpeg
1,https://www.nbcnews.com/politics/trump-administration/trumps-tariff-moves-are-undercutting-drill-baby-drill-oil-push-rcna200402,"How Trump's tariff moves are undercutting his 'drill, baby, drill' oil push",NBC News,"Apr 12, 2025",Oil producers across the country say they are thinking twice about taking on new drilling projects and looking to cut costs after Trump's trade war rhetoric...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fedc6d42501832134b060707fa29c7543ac063bfe07f6b1f99.jpeg
2,https://www.nbcnews.com/now/video/democrats-call-for-probe-into-possible-insider-trading-after-trump-tariff-reversal-237090373532,Democrats call for probe into possible insider trading after Trump tariff reversal,NBC News,"Apr 10, 2025",Democrats call for probe into possible insider trading after Trump tariff reversal · Copied · Save hover state Savewith a NBCUniversal Profile. Create your free...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fecf67435163274a70f25bd9f79a2623856fbe6c480eeca682.jpeg
3,https://www.bbc.com/news/articles/c8dgmyzqr6do,"How Lesotho, South Africa, Nigeria and Kenya are hit by Donald Trump's tariffs",BBC,"Apr 3, 2025",Watch Live Subscribe Sign In How jeans and diamonds pushed Lesotho to the top of Trump's tariffs list 3 April 2025,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe9fb6416d5e309a58cc90fb280b6c799ede95ce21838c75b7.jpeg
4,https://www.cnbc.com/2025/04/11/china-strikes-back-with-125percent-tariffs-on-us-goods-starting-april-12.html,China strikes back with 125% tariffs on U.S. goods as trade war intensifies,CNBC,"Apr 11, 2025",The Trump administration confirmed to CNBC on Thursday that the U.S. tariff rate on Chinese imports now effectively totals 145%. Trump's latest executive order...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe40b90d440e9fa145aa4ed1be0b8068f68f716bb5ecdd084f.jpeg
5,https://www.wsj.com/economy/trade/trump-tariff-math-calculations-explained-ba47bfde?gaa_at=eafs&gaa_n=ASWzDAi2RnBztxAkzuia_-flDoMCe0SW43ifMN1s2lAJVa2UdNpBPyYBkso_&gaa_ts=688ca867&gaa_sig=1McyxmY2VWqr2Z7fmJDUxrWLGHDFLZggQl2vGVPY1PQU1BhWUq-jVLGakdUpKwO7CENb1tJCuMi1kM6tPsPfWw%3D%3D,How Are Trump’s Tariff Rates Calculated? - WSJ,The Wall Street Journal,"Apr 3, 2025","The White House laid out new tariffs on more than 200 countries in two main ways. For more than half, it imposed a flat reciprocal tariff of 10%. For the rest,...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe9f1afd83d79a224f0f677a906f9ac4a9ef26869cc33b918c.jpeg
6,https://www.theguardian.com/us-news/2025/apr/14/trump-warns-exemptions-on-smartphones-electronics-will-be-short-lived-promises-future-tariffs-president-china,"Trump warns exemptions on smartphones, electronics will be short-lived, promises future tariffs",The Guardian,"Apr 14, 2025","Trump warns exemptions on smartphones, electronics will be short-lived, promises future tariffs ... The exemption of smartphones, laptops and other electronic...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fecd0ad4910d32d989a20a26a74e5ff9060338ca168c3d2544.jpeg
7,https://abcnews.go.com/Politics/republicans-ted-cruz-rand-paul-speak-risks-trump/story?id=120558254,"Republicans Ted Cruz, Rand Paul speak out on risks of Trump tariff policy",ABC News,"Apr 7, 2025","As fallout continues from Trump's severe tariff policy on virtually all US trading partners, some GOP senators are warning about the risks for American...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fea9918507bffcfc7eed04dfda98da3e034f9f3d54277c9fbb.jpeg
8,https://edition.cnn.com/2025/04/14/investing/us-stock-market,US stocks get boost from tariff exemptions but trade war confusion persists,CNN,"Apr 14, 2025",US stock futures had gained over the weekend after investors realized on Saturday that the Trump administration issued tariff exemptions for electronics...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fee1dcaf6c3e6c430e2143c0351d458ccbb5fd76b721d7e920.jpeg
9,https://www.nbcnews.com/politics/politics-news/elon-musk-zero-tariff-free-trade-zone-europe-rcna199849,"Musk wants a 'zero tariff situation', 'free trade zone' for Europe",NBC News,"Apr 5, 2025",Elon Musk says he wants a 'zero-tariff situation' and a 'free trade zone' for Europe amid Trump's trade war. In streamed remarks at an event hosted by Italy's...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe601a59dbebd4a507eeeeea04bf2390b2989888ad01a94f51.jpeg
10,https://www.ft.com/content/a5ccd14f-4717-43d9-8d39-e8ec21003fb3,Donald Trump’s tariffs in brief: universal levies and targeted retaliation,Financial Times,"Apr 3, 2025",The reciprocal tariffs will range from 10 per cent to 50 per cent. The exact levy is based on what the White House Council of Economic Advisers thinks is the...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741febf8af1d601e250d229c76ea153fc7b5808920f88065f2a3f.jpeg
11,https://www.nbcnews.com/news/world/china-matching-trump-tariff-tariff-ways-can-strike-back-rcna200359,"China is matching Trump tariff for tariff. It has other ways it can strike back, too.",NBC News,"Apr 9, 2025","Later Wednesday, Trump increased the overall U.S. tariff on Chinese goods to 125%, even as he paused higher targeted tariffs on other countries for 90 days...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe504a5faff97c55216e3bf6d47d7f1d08f665e85f5421f992.jpeg
12,https://www.axios.com/2025/04/19/inside-trump-mindset-tariffs,Inside Trump's chip-on-the-shoulder mindset on tariffs,Axios,"Apr 19, 2025","Tariffs are pure psychology for the president, fused into his brain like no other topic.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe778ca06e7b9b15c2ec455b4ec5d14b8d0078341d7e01b47c.jpeg
13,https://www.bbc.com/news/articles/c05ne2vmd3po,Trump tariffs: US orders from Chinese small businesses on hold,BBC,"Apr 15, 2025","The BBC visited a workshop in a Guangzhou village, which has changed from being export-oriented to focussing on domestic markets.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe6455ba0617f32406c1f27c028abc7612f36b8f20db9780fa.jpeg
14,https://www.nytimes.com/2025/04/07/opinion/trump-tariff-math-formula.html,Opinion | The Trump White House Cited My Research to Justify Tariffs. It Got It All Wrong.,The New York Times,"Apr 7, 2025","The government's formula uses four different numbers to calculate tariffs, including imports and exports for each trading partner.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe59f681236ae8b144019195de63e4e92c942131e9364af51c.jpeg
15,https://www.theguardian.com/world/2025/apr/07/eu-offered-zero-for-zero-deal-to-us-weeks-before-tariff-announcement,EU offered ‘zero-for-zero’ deal to US weeks before tariff announcement,The Guardian,"Apr 7, 2025",EU offered 'zero-for-zero' deal to US weeks before tariff announcement ... The EU has said it offered the US a “zero-for-zero” tariff deal on cars and industrial...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fea50be2b6cccde6d71346ce976d70c02d2699b97ab63cf0e3.jpeg
16,https://www.cnn.com/2025/04/16/business/tariffs-impact-generic-drugs-access,Trump’s tariffs could make it harder to get certain generic drugs,CNN,"Apr 16, 2025","“If large tariffs are imposed, they will trigger substantially more drug shortages, cause greater US dependence on China for life-saving medications, and delay...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fee6388dbcb5ca2b25f7e1a79691d17e217577c1031b7bdcb5.jpeg
17,https://www.cnbc.com/2025/04/04/china-to-impose-34percent-retaliatory-tariff-on-all-goods-imported-from-the-us.html,China to impose 34% retaliatory tariff on all goods imported from the U.S.,CNBC,"Apr 4, 2025",China to impose 34% retaliatory tariff on all goods imported from the U.S. ... China's Finance Ministry on Friday said it will impose a 34% tariff on all goods...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe1e65b5611d956ab2ed92b859e2129f2a1fbd592cae705682.jpeg
18,https://www.aljazeera.com/economy/2025/4/17/as-trump-threatens-tariffs-vietnam-scrambles-to-avert-economic-disaster,"As Trump threatens tariffs, Vietnam scrambles to avert economic disaster",Al Jazeera,"Apr 17, 2025","Since Trump announced a 90-day pause on Vietnam's 46 percent tariff and duties on dozens of other countries, the US has imposed a baseline 10 percent levy on...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fed7d52bbedb13a127355c5dc166382fc45f2854ba4681a2f0.jpeg
19,https://www.bbc.com/news/articles/crldj87re71o,Trump recognises tariff 'transition difficulty' as US markets fall again,BBC,"Apr 10, 2025","Trump recognises tariff 'transition problems' as US markets fall again ... Donald Trump has said there will ""always be transition problems"" and ""difficulty"" as...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fef55681ab71f21424ff840c1db280a290aecdfbcbc8c53e69.jpeg
20,https://abcnews.go.com/Politics/trump-2-years-tariffs-result-american-manufacturing-boom/story?id=120486099,Trump says it could take 2 years before tariffs result in American manufacturing boom,ABC News,"Apr 4, 2025","Trump said it could take years. ""Let's say it's a two-year process,"" Trump said when asked by a reporter on Thursday how long it will take to get the industry...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe191c326bc340bd3a33ce20506be427bb28fc78e78eb256c3.jpeg
21,https://www.npr.org/2025/04/04/nx-s1-5349661/jobs-economy-trump-tariffs,The job market remains incredibly healthy — but the tariff storm could upend things,NPR,"Apr 4, 2025","The job market remains incredibly healthy — but the tariff storm could upend things · The economy adds 228,000 jobs in March · But there are worries about the...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741feb775cbe3d994cd3f79d6d2cb47b5ee7dc10025f7d5d049b6.jpeg
22,https://apnews.com/article/trump-tariffs-impact-pepsi-procter-gamble-prices-1d0f1da000f7823eeb852ff431997ea7,"Tariff turmoil: What P&G, Pepsi and other companies are saying about tariffs",AP News,"Apr 24, 2025",Tariff worries continue hanging over companies as they report their latest financial results and try to provide guidance on their path ahead.,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe7e94ce4d54bd5c9637244e19518282148c3385f19c8a6e57.jpeg
23,https://www.usatoday.com/story/news/politics/2025/04/10/trump-tariffs-trade-war-stock-market-live-updates/83008953007/,"Trump 'would love' deal with China, but tariffs at 145% as markets sink",USA Today,"Apr 10, 2025","Trump on Wednesday raised the tariff on Chinese goods to 145%, the White House clarified Thursday after initially saying it was 125%. A 20% levy was applied in...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe8da7e3d276edbb48598538970d1513270ca20af2489896e9.jpeg
24,https://www.reuters.com/world/asia-pacific/china-will-pay-no-attention-us-tariff-game-2025-04-17/,China says it will ignore US 'tariff numbers game',Reuters,"Apr 17, 2025","China will pay no attention if the United States continues to play the ""tariff numbers game"", China's foreign ministry said on Thursday.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe9f47160d9c6a50a62835d043d8f86153054a8717146b60e2.jpeg
25,https://abcnews.go.com/Politics/trump-explains-dramatic-reversal-tariffs-people-bit-afraid/story?id=120651386,Trump explains dramatic reversal on tariffs: People getting 'a little bit afraid',ABC News,"Apr 9, 2025","President Donald Trump on Wednesday suddenly backtracked on his destabilizing ""reciprocal"" tariffs, instituting a 90-day pause for most affected nations except...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe10a2e2b3d7ddccf83d704c6682b54e97f021b4c1d3487408.jpeg
26,https://www.cbsnews.com/news/trump-tariff-surcharge-prices/,"Consumers now face ""tariff surcharges"" for some goods as companies pass along costs",CBS News,"Apr 11, 2025","Consumers now face ""tariff surcharges"" for some goods as companies pass along costs · Tariff fees on what you buy · Lemonade out of lemons. Other companies are...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe480991a75639abb9eb679e6fe1b6f549606023dd815ff9eb.jpeg
27,https://www.forbes.com/sites/dereksaul/2025/04/02/heres-what-to-know-about-liberation-day-from-announcement-time-to-what-trump-may-target/,What Time Is 'Liberation Day' Announcement? What To Know About Trump's Tariffs And What He May Target,Forbes,"Apr 2, 2025",Trump will unveil his “Liberation Day” master plan at the White House Rose Garden Wednesday at a 4 pm event titled “Make America Wealthy Again.”,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fed3db066e24979862e3aaf74c721f7fabd0271e384c06d31b.jpeg
28,https://www.theguardian.com/business/2025/apr/09/donald-trump-unleashes-new-wave-of-tariffs-against-dozens-of-countries-china,China announces 84% tariffs on all US goods in response to Trump’s 104%,The Guardian,"Apr 9, 2025",China announces 84% tariffs on all US goods in response to Trump's 104% ... China has announced new tariffs of 84% on imports of all US goods in a move that sent...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fedb13376fee5747c59ff9cb015c048f2426bff0650a908306.jpeg
29,https://www.reuters.com/world/taiwan-wont-take-reciprocal-tariffs-against-us-will-remove-trade-barriers-2025-04-06/,"Taiwan eyes zero tariffs with US, pledges more investment",Reuters,"Apr 6, 2025","Taiwan's President Lai Ching-te on Sunday offered zero tariffs as the basis for talks with the US, pledging to remove trade barriers rather than imposing...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe79b1c5236e3f51b0ca38fc7ab354606fa6f351088dfa7141.jpeg
30,https://www.wto.org/english/news_e/news25_e/tfore_16apr25_e.htm,"WTO | 2025 News items - Temporary tariff pause mitigates trade contraction, but strong downside risks persist",World Trade Organization,"Apr 16, 2025","The volume of world merchandise trade is expected to decline by 0.2% in 2025 under current conditions, nearly three percentage points lower than what would...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fed7a6de9705a6275ee139d107d2ecab16a7588f691e7b740a.jpeg
31,https://apnews.com/article/amazon-tariff-prices-trump-white-house-8598569632263872a6c04f7ef330c0fd,Amazon is not planning to break out tariff costs online as White House attacks potential move,AP News,"Apr 29, 2025",Amazon says it's not planning to display added tariff costs next to product prices on its site — despite a report that sparked speculation...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741feb4e9bf3358d8c844ae20627ed715ecd435eab9f9b9133e5a.jpeg
32,https://punchbowl.news/article/tech/amazon-display-tariff-costs/,Amazon to display tariff costs for consumers,Punchbowl News,"Apr 29, 2025",Amazon to display tariff costs for consumers. Amazon doesn't want to shoulder the blame for the cost of President Donald Trump's trade war. So the e-commerce...,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fefe92d498bb6aa2934ad7395c2fa91b6af83a5ccb9b965c9a.jpeg
33,https://fortune.com/asia/2025/04/12/can-us-china-trade-survive-trump-tariffs/,"Trump's 'punitive' China tariffs could end trade between the world's two largest economies—and that would be painful, volatile and dangerous",Fortune,"Apr 12, 2025","Trump's 'punitive' China tariffs could end trade between the world's two largest economies—and that would be painful, volatile, and dangerous.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe38d186c7c8c118a9f49eb50d915125f1077583e27b59c2a4.jpeg
34,https://www.axios.com/2025/04/08/trump-tariffs-house-democrats-jared-golden,Democrat Jared Golden's only tariff fear: That Trump will back down,Axios,"Apr 8, 2025",The Maine centrist said he would vote against House Democrats' measure to kill Trump's across-the-board tariffs.,https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe30e2d215b39ee75103f89a79984fccdf3ac5409121452cbf.jpeg
35,https://www.cbsnews.com/news/poll-trump-tariffs-13-04-2025/,"Trump tariff plans bring concern about prices, financial impact, but GOP base sees jobs long-term — CBS News poll",CBS News,"Apr 13, 2025","A big majority of Americans think new tariffs are going to raise prices, and many think that's the case in the long term, too.",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe051a225b6863d14e5d62d6bd1a70b78ae97d4515685c6b63.jpeg
36,https://www.theatlantic.com/economy/archive/2025/04/trump-tariff-pause-damage/682390/,The Tariff Damage That Can’t Be Undone,The Atlantic,"Apr 10, 2025","The whirlwind of the past week has paralyzed businesses, rattled financial markets, undermined confidence in the dollar, frozen the Federal Reserve, and scared...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fe85665898dcb26f6bab107818450715195e737345f57fc1cf.jpeg
37,https://www.cnn.com/2025/04/28/business/us-auto-tariffs-easing-deal-intl-hnk,Trump eases auto tariffs,CNN,"Apr 29, 2025","The new actions Trump signed allow reimbursements for domestic car producers importing car parts, which will be subject to 25% tariffs starting May 3. The...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fef98a6d53e98f8dbc8d3856934c266dbee6918f5a427e3f08.jpeg
38,https://theconversation.com/this-chart-explains-why-trump-backflipped-on-tariffs-the-economic-damage-would-have-been-huge-253632,This chart explains why Trump backflipped on tariffs. The economic damage would have been huge,The Conversation,"Apr 10, 2025","The move signals a partial retreat from what had been shaping up as a broad and aggressive trade war. For most countries, the US will now apply a 10% baseline...",https://serpapi.com/searches/688ca4e22f47f8e625ba7a29/images/f4c4f5d3d37741fee3fb583949d1d922b37532ad61d0534e3da00c9dfc3ada52.jpeg
