position,link,title,source,date,snippet,thumbnail
20,https://www.cnbc.com/2025/08/01/cnbc-daily-open-trumps-new-new-tariff-rates-are-here-again.html,CNBC Daily Open: Trump's (new) new tariff rates are here (again),CNBC,10 hours ago,The White House could be aware that the dramatic shock of tariffs has less power to sway trade deals when staged a second time.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c41daeb8df075510d5ad176265236354bb516fb7b3ec12bec.jpeg
21,https://www.wsj.com/economy/trade/trumps-tariffs-are-being-picked-up-by-corporate-america-0befd9bd?gaa_at=eafs&gaa_n=ASWzDAglapN4aP_VYrv9tkdNmu6cSieT9Q2uvKsmzeYsEEei-uHAqEKMLbH7&gaa_ts=688ca79a&gaa_sig=wGjZXtKfUQWGuGatnbAuPI_KD6vKOEYhhqwOcChJObRmLYT4TrD4DlBveSjAe8zPLT6G1FTxSyKNTgu10KSA6w%3D%3D,Trump’s Tariffs Are Being Picked Up by Corporate America - WSJ,The Wall Street Journal,1 week ago,Neither consumers nor foreign countries are assuming much of the tariff burden. At least not yet.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cb9908ea031d9effa136780061f0d345ba594bed71b1b258b.jpeg
22,https://www.theguardian.com/us-news/2025/jul/31/trump-tariffs-court-challenge,Trump’s tariffs face skepticism in court hours before latest round is set to kick in,The Guardian,23 hours ago,Federal appeals court mulls whether US president exceeded authority in imposing 'reciprocal' tariffs on trading partners.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c30fd8ea27e4bf6101da5a2c0b43ca3a4cea88bce6e86c913.jpeg
23,https://www.aljazeera.com/news/2025/7/11/why-has-trump-hit-canada-with-a-35-percent-trade-tariff,Why has Trump hit Canada with a 35 percent trade tariff?,Al Jazeera,3 weeks ago,"In his inaugural address after taking over the US presidency on January 20, Trump announced a 25 percent tariff on all Canadian goods and a 10 percent tariff on...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0a33580501b1d6439dbb4444be19b6ebd3da89474f7d8503.jpeg
24,https://www.cnbc.com/2025/07/23/trump-announces-massive-trade-deal-with-japan-with-15percent-tariffs.html,"Trump announces 'massive' trade deal with Japan, setting tariffs at 15%",CNBC,1 week ago,"Trump announces 'massive' trade deal with Japan, setting tariffs at 15% ... President Donald Trump on Tuesday stateside announced a ""massive"" deal with Japan that...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c5daf8896c4ac07bb9fc563022c564fe16664ee5d78842a75.jpeg
25,https://www.washingtonpost.com/business/2025/07/31/trump-tariffs-face-legal-challenge/,Trump says sharper tariffs to take effect in a week; 35% for Canada starts Friday,The Washington Post,8 hours ago,The Trump administration changed its tariff regime late Thursday night. Canada will face 35 percent tariffs but Mexico got a 90-day reprieve from higher...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0286da47aa974468e07132b74751c954d04d5fadd6932c0d.jpeg
26,https://www.theguardian.com/us-news/2025/jul/13/trump-tariffs-eu-mexico-kevin-hassett,"Trump’s latest tariffs ‘are real’ unless deals improve, economic adviser says",The Guardian,3 weeks ago,Hassett's comments come one day after Trump announced on his Truth Social social media platform that goods imported from both the European Union and Mexico will...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cd03bc9b9742f2d61738a06ff5a6b6bb2b1b7315a8b3744db.jpeg
27,https://www.cnbc.com/2025/07/14/trumps-30percent-tariff-letter-leaves-eu-scrambling-to-bring-us-on-side.html,Trump's 30% tariff letter leaves EU scrambling to bring U.S. on side,CNBC,2 weeks ago,Trump's 30% tariff letter leaves EU scrambling to bring U.S. on side · U.S. President Donald Trump over the weekend said he would slap a 30% tariff on goods...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c38ae536471804579aa98cd18606d25aa86222e5544a2d773.jpeg
28,https://www.usatoday.com/story/news/politics/2025/07/31/trump-signs-order-sweeping-new-tariffs-rates/85467036007/,President Trump signs order imposing sweeping new tariffs on countries across the world,USA Today,10 hours ago,President Trump signed an order imposing sweeping new reciprocal tariffs on imports from across the world. The tariff rates go into effect in a week.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c79a865bf8836799d7a22cba036a092b00378ad6751af3fb4.jpeg
29,https://www.independent.co.uk/news/world/americas/us-politics/trump-tariff-august-deadline-delay-b2800067.html,Trump announces new tariff plan hours before deadline - but delays them yet again,The Independent,3 hours ago,President Trump said the delay was to allow U.S. Customs and Border Protection time to adjust to the new policy.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cbd3c2e822b047bfff81b10b323532266006c29a891fe5431.jpeg
30,https://www.aljazeera.com/news/2025/7/11/trump-slaps-35-percent-tariff-on-canada-starting-august,Trump slaps 35 percent tariff on Canada starting August 1,Al Jazeera,3 weeks ago,"President Donald Trump has announced that the United States would impose a 35 percent tariff on imports from Canada next month, while eyeing blanket tariffs of...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c3e10c69f7c15e7c929599126c93a801055bf2a253e265683.jpeg
31,https://www.theguardian.com/us-news/2025/jul/31/trump-canada-tariffs-order,Trump signs order increasing tariffs on Canadian goods from 25% to 35%,The Guardian,10 hours ago,"Decision, described by Mark Carney as 'disappointing', comes amid escalating trade tensions between the two countries.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cdba4616c02be87cda047e1d8eff88e5688d68f619d8118d6.jpeg
32,https://www.france24.com/en/americas/20250801-trump-tariff-white-house-trade,"Trump imposes 'reciprocal' tariffs on dozens of countries, effective August 7",France 24,11 hours ago,US President Donald Trump signed an executive order on Thursday imposing reciprocal tariffs of 10% to 41% on imports from dozens of countries.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ca75263f47af8b6e9e4d9c1b03e440ee082b6249da046fe68.jpeg
33,https://www.ft.com/content/08af277f-13d5-4294-ab25-1866b5233abe,US tariff receipts surge in Donald Trump’s trade war,Financial Times,1 month ago,US tariff receipts surge in Donald Trump's trade war · Surging tariff revenues and the federal deficit · Customs duty revenue surged to $24.2bn in May · May's...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c938e0fcb61510bb6161d03012ac8f37e2d6e5e77fd552b6e.jpeg
34,https://www.nbcnews.com/politics/donald-trump/trump-new-high-tariffs-smooth-rcna222398,"Trump says his new high tariffs are going 'very well, very smooth' — but he's open to more deals",NBC News,10 hours ago,"Trump touted the expansive new tariffs on imports he imposed Thursday night, telling NBC News in a phone interview that it all was going ""very well,...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce7f61280d11ea7801e23c575f39a51a094dc24d3cbb9006f.jpeg
35,https://www.reuters.com/world/india/safe-haven-gold-gains-tariff-uncertainty-ahead-august-1-deadline-2025-07-31/,Safe-haven gold gains on tariff uncertainty ahead of August 1 deadline,Reuters,17 hours ago,Gold prices rose on Thursday as traders turned to the safe-haven asset amid ongoing tariff uncertainty ahead of U.S. President Donald Trump's August 1...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c9120cbfe23af43e47aaa80dc76448e360748daa2ba755400.jpeg
36,https://www.foxnews.com/politics/trump-says-his-aug-1-tariff-deadline-will-not-extended-here-countries-might-not-make,Trump says his Aug 1 tariff deadline 'will not be extended' – here are the countries that might not make it,Fox News,1 day ago,"President Donald Trump reaffirmed that his August 1 tariff deadline will not be extended as Canada, Mexico, South Korea, Taiwan and others face potential...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0b7086a4d1b8c1b758e5b8f13956a11fd8b579eae65282ac.jpeg
37,https://www.theguardian.com/world/2025/jul/07/vietnam-trump-tariff-deal,Is Trump tariff deal really a win for Vietnam – or a way of punishing China?,The Guardian,4 weeks ago,"In exchange for the 20% tariff rate, Trump said Vietnam would open up its market to US goods. US-made SUVs, “which do so well in the United States, will be a...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c5b9cf06f04bfad39661132bb3f630333ed25410a3bea72ff.jpeg
38,https://time.com/7300389/trump-trade-deals-tariff-letters-deadline/,"Trump’s Trade Deals, Negotiations, and New Tariffs for Each Country",Time Magazine,2 weeks ago,"Trump's so-called “reciprocal” tariffs are in addition to industry-specific tariffs, including a 25% tariff on cars and car parts and a 50% tariff on steel and...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c4ef9d390e51cac084e48d2d66329ad0002a4ddfd6f98b285.jpeg
39,https://www.dw.com/en/trump-tariffs-canada-rate-raised-as-deal-deadline-hits/live-73491121,Trump tariffs: Canada rate raised as deal deadline hits,DW,26 minutes ago,"US President Trump has signed an order for new tariffs to come into effect on August 7. Trump also raised duties on Canada from 25% to 35%,...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c78da4965713c06305cc04ed2100f968f1635bcc4a22efda1.jpeg
40,https://www.politico.eu/article/liberation-day-switzerland-donald-trump-tariff-eu-marco-rubio-scott-bessent/,Trump to Swiss: Happy holidays! Now pay a 39 percent tariff.,POLITICO.eu,2 hours ago,Washington adds insult to injury by imposing sky-high measures — and then congratulating the Alpine republic on its national holiday.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c8de05caaf5fa8a242d86d9798365b091140debdffd696f44.jpeg
41,https://www.reuters.com/world/asia-pacific/cambodia-deputy-pm-says-19-us-tariff-rate-averts-collapse-its-garments-2025-08-01/,Exclusive: Cambodia deputy PM says 19% US tariff rate averts collapse of its garments manufacturing sector,Reuters,8 hours ago,"A tariff rate of 19% on Cambodia's exports to the United States has helped it avert the collapse of its vital garment and footwear sector, allowing the...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c0c2349fd5fcf2354007527e99e13e6b5eb536b2793b484f3.jpeg
42,https://subscriber.politicopro.com/article/2025/07/trump-shares-6-more-tariff-letters-addressed-to-philippines-other-emerging-economies-00444563,"Trump shares 7 more tariff letters addressed to Philippines, Sri Lanka, other emerging economies",POLITICO Pro,3 weeks ago,"Trump shares 7 more tariff letters addressed to Philippines, Sri Lanka, other emerging economies. The new tariff rates threatened in the letters Trump shared...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c9c841cbe0db8e72eecd728b9fb55bc062e88363d8d1e438e.jpeg
43,https://thehill.com/regulation/court-battles/5430153-appeals-court-scrutinizes-trump-tariffs/,Appeals court scrutinizes Trump’s emergency tariffs as deadline looms,The Hill,18 hours ago,"Appeals court scrutinizes President Trump's use of emergency powers to justify worldwide tariffs, raising questions about presidential authority.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c83d393aeaa808e3d7f80fdaa93ca17f2be604ecc1030ae9d.jpeg
44,https://www.cnbc.com/2025/07/27/trump-european-union-eu-trade-tariffs.html,Trump announces EU trade deal with 15% tariffs,CNBC,4 days ago,President Donald Trump and European Commission President Ursula von der Leyen met for a pivotal discussion before Trump's Aug 1. tariff deadline.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c4e5afafc0085e2971c5504e591856203c31c0052d05dcd66.jpeg
45,https://www.bbc.com/news/articles/c0l6g13rlwko,Trump's global tariffs 'victory' may come at a high price,BBC,12 hours ago,"The US president considers it a win - but if this all triggers a foundational realignment, the results may not break in his favour.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c44cd6c6f3288ae42158aafc06d195721b07a242444d4e19a.jpeg
46,https://finance.yahoo.com/news/trump-hikes-tariffs-on-canada-to-35-announces-rates-from-10-to-40-for-dozens-of-countries-000338109.html,"Trump hikes tariffs on Canada to 35%, announces rates from 10% to 40% for dozens of countries",Yahoo Finance,52 minutes ago,The White House took a step forward with President Trump's plan to remake the trade landscape by releasing new details Thursday evening that included a raft...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c030d9d8ba9e95b76d165d43f79f1566671ad2906125b69bf.jpeg
47,https://www.cnn.com/2025/07/01/business/3-times-trumps-tariffs-worked,3 times Trump’s tariffs worked,CNN,1 month ago,"The European Union. Citing a lack of progress in trade negotiations, Trump in late May said he was calling off talks with the European Union and would instead...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce0dcec5cc1eb629391efa8b19f1df5e9b2f4eb45c64eb112.jpeg
48,https://www.bloomberg.com/news/articles/2025-08-01/us-announces-reciprocal-tariff-rates-on-trading-partners,Full List of US Tariff Rates Announced by Trump on Trading Partners,Bloomberg,8 hours ago,"The White House on Thursday released adjusted reciprocal tariff rates covering imports from a range of trading partners, aimed at narrowing trade deficits...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c34bedab17a1337482612c01f8e5648ab720e0e040e255028.jpeg
49,https://www.ft.com/content/460b7784-88d7-4324-9e4d-dc9692d15e72,US and EU close in on 15% tariff deal,Financial Times,1 week ago,"The EU and US are closing in on a trade deal that would impose 15 per cent tariffs on European imports, similar to the agreement Donald Trump struck with...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c15653d31c69db4032b2de132def29a16e4b7348e785cf73b.jpeg
50,https://www.cbsnews.com/news/trump-japan-korea-tariffs-august-1/,Trump threatens 20 countries with new tariffs by Aug. 1,CBS News,3 weeks ago,"A 90-day freeze on country-specific U.S. tariffs on dozens of nations, including Japan and South Korea, expires on July 9. That deadline, however, is no longer...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c9af0706d846b51229ec3795e7c1b9c88057c05467abc4415.jpeg
51,https://www.nbcnews.com/business/consumer/companies-warn-consumers-prices-rising-tariffs-rcna222349,Some companies held off on price hikes as Trump delayed tariffs. That ends soon.,NBC News,13 hours ago,"Major consumer brands like Procter & Gamble, Mondelēz and Hershey warn the tariffs will drive up costs on everyday products from popular snacks to common...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c6e50455531e880849e7702246129d5a6fc896d4933cc2e94.jpeg
52,https://www.nbcnews.com/select/shopping/what-to-buy-tariff-price-increases-rcna221683,What to Buy Before Major Tariff-Related Price Hikes Happen,NBC News,17 hours ago,More tariff-related price hikes are coming — here's what experts recommend buying before it's too late · What to buy as tariff-related price hikes roll out.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c98adeb2bb910d0653a6e13c0ba3bbc41a733597ad0737c6f.jpeg
53,https://www.nytimes.com/2025/07/17/world/americas/trump-brazil-tariffs-lula-support.html,Anti-Trump Bump Rekindles Support for Brazil’s President,The New York Times,2 weeks ago,"Mr. Trump's threat last week of 50 percent tariffs on Brazilian exports as a way of saving his ally, former president Jair Bolsonaro, from possible imprisonment...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c76c265b0365fe03a9b24e65afa909d32a9b6f534a27ac442.jpeg
54,https://www.cnbc.com/2025/07/09/trump-says-50percent-tariff-on-copper-will-begin-aug-1.html,Trump says 50% tariff on copper imports will begin Aug. 1,CNBC,3 weeks ago,"Trump says 50% tariff on copper imports will begin Aug. 1 · The decision was made after he received a national security assessment, U.S. President Donald Trump...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c34c5d3e7826bf380957f50d10f4a5ec1b39c0b57a5c120f5.jpeg
55,https://www.aljazeera.com/economy/2025/7/9/malaysias-anwar-warns-of-weaponised-trade-as-trump-tariffs-loom,Malaysia’s Anwar warns of weaponised trade as Trump’s tariffs loom,Al Jazeera,3 weeks ago,"Malaysia's Anwar warns of weaponised trade as Trump's tariffs loom. Malaysian leader says trade being used to 'pressure, isolate and contain' as top US diplomat...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cdde4164866602f0a0228aded9d9c10e9d4dd9fe67bfdccbf.jpeg
56,https://www.aljazeera.com/economy/2025/7/16/canada-introduces-tariffs-on-trade-partners-to-protect-domestic-industries,Canada introduces tariffs on trade partners to protect domestic industries,Al Jazeera,2 weeks ago,"The plan includes a 50 percent tariff that will apply to imports from relevant countries that surpass the 2024 volumes, though Canada will honour existing...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ca8e6aa8aba71e4d15c33c0847f661b06c13c29574d6bc188.jpeg
57,https://www.cnbc.com/2025/07/02/trump-trade-vietnam-deal.html,Trump says U.S. struck trade deal with Vietnam that imposes 20% tariff on its imports,CNBC,1 month ago,"The Terms are that Vietnam will pay the United States a 20% Tariff on any and all goods sent into our Territory, and a 40% Tariff on any Transshipping. In...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cd8bcdd2d9ed005499841fc957336f63a196b08c78cb2915a.jpeg
58,https://www.aljazeera.com/news/2025/7/7/donald-trump-threatens-un-american-brics-countries-with-10-percent-tariff,Donald Trump threatens ‘un-American’ BRICS countries with 10 percent tariff,Al Jazeera,3 weeks ago,"Trump ramps up trade war with tariff blitz targeting 14 countries ... “Any Country aligning themselves with the Anti-American policies of BRICS, will be charged...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cc01cc1a9c1f3690069731c451d5f1a50ad9eb4375742ac33.jpeg
59,https://www.aljazeera.com/economy/2025/7/7/nail-in-a-coffin-trumps-steel-aluminum-tariffs-bleed-indian-foundries,"‘Nail in a coffin’: Trump’s steel, aluminum tariffs bleed Indian foundries",Al Jazeera,3 weeks ago,"In the so-called reciprocal tariffs that President Trump announced on April 2, he set a rate of 26 percent for goods from India. He put that on hold on April 9...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ce979442ceee7bc5ed6c8fa613cf75725ed2da6cf41c58b35.jpeg
60,https://www.politico.com/news/2025/07/11/canada-backs-off-tariff-retaliation-trump-raises-stakes-00448531,Canada pauses new tariff threats as Trump escalates,Politico,3 weeks ago,OTTAWA — Canada is delaying its plans to slap retaliatory tariffs on U.S. steel and aluminum after President Donald Trump sent a letter extending the deadline...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c128300d003453461bdc544b6578fad09081b55172e9fa58e.jpeg
61,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-trump-touts-trade-talk-progress-as-nvidia-ceo-visits-china-191201940.html,"Trump tariffs live updates: Trump strikes deal with Japan as EU, US reportedly close in on pact",Yahoo Finance,1 week ago,"Trump tariffs live updates: Trump strikes deal with Japan as EU, US reportedly close in on pact ... President Trump on Wednesday said that reciprocal tariffs on...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c364c6cb05a44ee5653e1a380d718a11c2efbe7260dbcaa41.jpeg
62,https://thehill.com/homenews/administration/5395829-trump-tariffs-canada-fentanyl/,Trump to hit Canada with 35 percent tariff,The Hill,3 weeks ago,Trump to hit Canada with 35 percent tariff ... President Trump announced Thursday his administration would impose a 35 percent tariff on all Canadian goods...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ced152a8d71ec408c676920a198fc112d693a527210d89d06.jpeg
63,https://www.washingtonpost.com/business/2025/07/31/trump-tariff-rebate-plan/,GOP senators reject Trump’s pitch to use tariff revenue for ‘rebates’,The Washington Post,18 hours ago,President Donald Trump has discussed using revenue from new tariffs to send “rebates” to Americans — but Republicans in the Senate aren't leaping at the...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cbc3ba663f9a8fe1cfa52e97234ab2eabf02482cb6feff07c.jpeg
64,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-goldman-says-court-setback-may-not-derail-trumps-tariff-plans-191201355.html,"Trump tariffs live updates: Trump strikes deal with Japan, but EU digs in with over $100B counterattack",Yahoo Finance,1 week ago,"President Trump announced that the two countries had reached a deal, though he withheld details, on Tuesday, not long after leaders of Indonesia and the...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cb9b3a66093a0b7cba5dcc318bebf22d9248bacdf35487346.jpeg
65,https://www.bbc.com/news/articles/cx2xylk3d07o,"EU and US agree trade deal, with 15% tariffs for European exports to America",BBC,4 days ago,"US President Donald Trump and EU chief Ursula von der Leyen shake on it after ""tough negotiations"" in Scotland.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cda2988ca6d9fe9e817533ef043434bb1ea8752f7030167b5.jpeg
66,https://fortune.com/2025/07/13/who-pays-tariffs-inflation-trump/,A $100 billion mystery is unfolding on tariffs and inflation and economists are cracking the case,Fortune,3 weeks ago,A $100 billion mystery is unfolding on tariffs and inflation and economists are cracking the case ... Irina Ivanova is the former deputy U.S. news editor at...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cb8da623abd1a69fefbd17c829f6ccbdc0cc6e3c5e408257d.jpeg
67,https://www.bbc.com/news/articles/cvgpvq20qmdo,Trump tariffs: Six things that could cost Americans more,BBC,7 hours ago,"Six things that may cost Americans more after Trump's tariffs · Clothing and footwear · Coffee, olive oil and other food · Beer, wine and spirits · Cars.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c3ec0fa8b51764b17440e6498bd51378a0179c43bbbca360c.jpeg
68,https://www.bbc.com/news/articles/cvg819n954mo,Trump threatens 35% tariffs on Canadian goods,BBC,3 weeks ago,"Trump threatens 35% tariffs on Canadian goods ... EPA US President Donald Trump during a meeting with African leaders at the White House, EPA.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c8103137d530ac3ce400bca76421a09d97237b9c738550c2a.jpeg
69,https://www.cnn.com/2025/07/09/economy/tariff-letters-trump,Trump threatens 50% tariffs on Brazil if it doesn’t stop the Bolsonaro ‘witch hunt’ trial,CNN,3 weeks ago,"Trump late Wednesday also announced a 50% tariff on copper imports, as he had promised on Tuesday during a Cabinet meeting. The tariff announcement comes after...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c6bd3fee008e265b5817458eb3fab8d0b81a19ec52546bf13.jpeg
70,https://www.cnbc.com/2025/07/16/expect-tariff-cascade-effect-across-slowing-world-economy-un-warns.html,"Expect tariff 'cascade' effect across slowing global economy, top UN official warns",CNBC,2 weeks ago,"The layering of tariffs will cause the most economic pain for the least developed nations globally, according to the UN official, with a combination of existing...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cdd07f1b0878bb6390c2966e1764e1fc92c1ce0f349eb6a8f.jpeg
71,https://www.reuters.com/world/china/leaders-growing-brics-group-gather-rio-summit-2025-07-06/,Trump threatens extra 10% tariffs on BRICS as leaders meet in Brazil,Reuters,3 weeks ago,"President Donald Trump said the US will impose an additional 10% tariff on any countries aligning themselves with the ""Anti-American policies"" of the BRICS...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c8898eaa3fd1d1c4e4e989a109d89b116ff869bcfbd61824f.jpeg
72,https://uk.finance.yahoo.com/news/trump-tariffs-live-updates-china-eases-tariffs-on-select-us-goods-as-trump-says-beijing-will-eat-the-costs-191201015.html,"Trump tariffs live updates: Trump says he'll send letters to over 150 countries, plans tariff barrage Aug. 1",Yahoo.co,2 weeks ago,(Reuters) — President Donald Trump on Saturday imposed a 30% tariff on imports from Mexico and the European Union starting on August 1 after weeks of...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c3ecc31265f8fbc4d2df4a39409bf0b7c483645aca48014fd.jpeg
73,https://www.usatoday.com/story/news/politics/2025/07/31/trump-court-tariffs-arguments-lawsuit/85456409007/,Judges question whether Trump tariffs are authorized by emergency powers,USA Today,20 hours ago,"The U.S. Court of Appeals for the Federal Circuit is considering the legality of ""reciprocal"" tariffs Trump imposed on U.S. trading partners.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c9633b6958800a5a918feea1af792259e1f85fa709264d5c9.jpeg
74,https://www.ft.com/content/85d57e0e-0c6f-4392-a68c-81866e1519c3,How the EU succumbed to Trump’s tariff steamroller,Financial Times,4 days ago,"In the face of Donald Trump's trade blitz, the EU began its path to capitulation on April 10. The sweeping “liberation day” tariffs that the US president...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c959e4261269c03012e07ac2985a282736506a0d7c128e953.jpeg
75,https://www.cnbc.com/2025/07/08/trump-threatens-pharmaceutical-tariffs-200.html,Trump threatens to impose up to 200% tariff on pharmaceuticals 'very soon',CNBC,3 weeks ago,Trump threatens to impose up to 200% tariff on pharmaceuticals 'very soon' ... US President Donald Trump during a cabinet meeting at the White House in Washington...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cfec725c759be3fabef654d61fd45f533d99c485337c3debb.jpeg
76,https://apnews.com/article/brazil-lula-trump-popularity-16a7cdc30ffd1812c43d9c84d0572520,Trump's tariff threat pushes Lula's popularity and worsens legal troubles for Brazil's ex-leader,AP News,2 weeks ago,Trump's tariff threat pushes Lula's popularity and worsens legal troubles for Brazil's ex-leader ... SAO PAULO (AP) — U.S. President Donald Trump may have thought...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530ca1da23d96b968335f6d2b81f4487c58f361634e6d5cc85b0.jpeg
77,https://www.politico.com/news/2025/07/31/trump-canada-trade-deadline-00487568,Trump hikes tariffs on Canada after trade talks stall,Politico,13 hours ago,US-Mexico-Canada pact will soften blow for a majority of Canadian goods. President Donald Trump is greeted by Canadian Prime Minister Mark Carney.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cdd7afe9c08eea7f07163ec0cd24016116767ab5edc1c376e.jpeg
78,https://thehill.com/homenews/administration/5431181-trump-raises-tariffs-on-canada-to-35-percent/,Trump raises tariffs on Canada to 35 percent,The Hill,12 hours ago,President Trump announced Thursday that the U.S. would raise tariffs on certain Canadian goods from 25 percent to 35 percent beginning Friday.,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c74eaa7b6d04efd7fafd2ea13853f21ec4f54be26cf97e08e.jpeg
79,https://www.aljazeera.com/economy/2025/7/30/trumps-tariffs-forge-feeling-of-big-betrayal-in-canadas-manufacturing,Trump’s tariffs forge ‘feeling of big betrayal’ in Canada’s manufacturing,Al Jazeera,1 day ago,"The White House's August 1 deadline has 'set off some panic' among both workers and employers, experts say. Canada prime minister.",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c42ceab3e6a98ed2f70e1ee4eafb0f5027ca6d6e416b79d88.jpeg
80,https://www.cnbc.com/2025/07/12/trump-tariffs-european-union-eu-mexico-trade.html,"Trump announces 30% tariffs on EU and Mexico, starting Aug. 1",CNBC,3 weeks ago,"Trump announces 30% tariffs on EU and Mexico, starting Aug. 1 ... The flags of the European Union fly in front of the European Parliament. ... President Donald...",https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c54516b076cfeabcd42d8af66482fe2f9068f098c6befa614.jpeg
81,https://uk.finance.yahoo.com/news/trump-tariffs-live-updates-eu-canada-retaliate-as-25-steel-aluminum-tariffs-take-effect-191201703.html,Trump tariffs live updates: Trump defends tariffs ahead of court drama as countries race to strike deals,Yahoo.co,23 hours ago,Trump administration announces 50% tariffs on some copper imports. President Trump signed a proclamation on Wednesday to impose 50% tariffs on certain copper...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530cac2c9e7420e5e44f16c567861c35e4ac11ad09d4d15dceb6.jpeg
82,https://www.bbc.com/news/articles/cgeqrd0e9j7o,Donald Trump threatens Japan with tariff up to 35% as deadline looms,BBC,1 month ago,Economies in Asia were among those hit hardest by tariffs announced by US President Donald Trump. ... Trump raises Canada trade tariff to 35%. The president also...,https://serpapi.com/searches/688ca415333617f8bb614127/images/8fdd1e168273530c843869a71f6c735901c1767d977784abfe4d4ee7af598313.jpeg
