position,link,title,source,date,snippet,thumbnail
3,https://fortune.com/2025/05/11/us-china-tariff-talks-trump-trade-war-scott-bessent-greer-reboot/,U.S. says deal struck in tariff talks with China will help global trade deficit as White House signals reboot in relations,Fortune,"May 11, 2025",US says deal struck in tariff talks with China will help global trade deficit as White House signals reboot in relations.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0072c103482e769973ec395f5e86b1ad551fd4956fb9340f582.jpeg
4,https://www.pwc.com/sg/en/publications/what-have-we-learned-from-us-tariffs-and-how-to-manage-them.html,What have we learned from US tariffs and how to manage them?,PwC,"May 14, 2025","Key things to note from a regulatory perspective: · All punitive tariffs beyond the 10% baseline have now been postponed, notionally for 90 days. · Tit-for-tat...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079a0c1c3b4a128e1b9f065a9bbfd7caea87f0c62d9cde43ed.jpeg
5,https://www.ttnews.com/articles/businesses-react-tariff-pause,US Businesses Relieved Over Tariff Pause but Still Anxious,Transport Topics,"May 12, 2025",American businesses that rely on Chinese goods reacted with muted relief May 12 after the US and China agreed to pause their exorbitant tariffs on each other's...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00737677b3a6e54a32d8063828e1193d49eb40f7d08f6ab6486.jpeg
6,https://www.cnbc.com/2025/05/12/bessent-sees-tariff-agreement-as-progress-in-strategic-decoupling-with-china.html,Bessent sees tariff agreement as progress in 'strategic' decoupling with China,CNBC,"May 12, 2025",Bessent sees tariff agreement as progress in 'strategic' decoupling with China ... Treasury Secretary Scott Bessent said Monday that the trade agreement reached...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007494840f14523711b5d3b3379087bcfe92214d138bbc96988.jpeg
7,https://www.politico.eu/article/eu-ready-fresh-100-billion-counterstrike-donald-trump-tariffs/,"EU takes aim at US planes, autos in €100B counterstrike against Trump tariffs",POLITICO.eu,"May 8, 2025",The European Union upped the pressure Thursday in its trade dispute with US President Donald Trump by proposing potential tariffs on nearly €100 billion of...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0071b5f26f5531eca2f4d0081d1b36f05276a2aecccc833fc37.jpeg
8,https://www.theguardian.com/business/2025/may/28/trump-tariff-war-global-damage-grosvenor-duke-westminster,"‘Nonsense and stupid’: Trump’s tariff war will cause global damage, says Grosvenor boss",The Guardian,"May 28, 2025","'Nonsense and stupid': Trump's tariff war will cause global damage, says Grosvenor boss ... Donald Trump's global tariff trade war is “nonsense and stupid” and...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007167ab865c6ada697f2a715761f62cadb925d49e0a311975b.jpeg
9,https://www.theguardian.com/business/live/2025/may/30/stocks-trump-tariffs-markets-inflation-news-business-live,Trump says China ‘totally violated’ tariff truce after US warns trade talks have ‘stalled’ – as it happened,The Guardian,"May 30, 2025","Closing post. Time to wrap up…. Trade tensions are ramping up again between the US and China, with Donald Trump accusing Beijing of breaking the tariff truce...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007a6fae1461d24bc12e8605d4c64077222031b52c23f79a701.jpeg
10,https://www.nytimes.com/2025/05/14/world/asia/china-us-tariffs-security.html,"Beyond Tariff Truce, China Readies for a Rocky Time With U.S.",The New York Times,"May 14, 2025","Beijing is trying to win over other countries with vows of economic cooperation. But it won't back down from its territorial claims, experts predict.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079c26ec827f5baeb78d3e4ea70cd2c6f0673fba24144c9a88.jpeg
11,https://www.politico.eu/article/trump-threatens-eu-with-50-percent-tariff-from-june-1/,Trump threatens EU with 50 percent tariff from June 1,POLITICO.eu,"May 23, 2025",US President Donald Trump on Friday threatened the European Union with a 50 percent tariff on goods starting June 1.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007ccfac21903e5c1a0e91803fb96cf3d7132b11224f2516113.jpeg
12,https://apnews.com/article/europe-trump-tariffs-wto-list-products-7ecab3aad84cb108c96cc6b242fcedc8,The EU publishes a US product hit list and prepares for WTO action against Trump’s tariffs,AP News,"May 8, 2025",The European Union has published a list of U.S. imports to target with retaliatory duties if no solution is found to end President Donald Trump's tariff...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079383baf2b8a5d5b44719285566c88c16c9b9087d1126b0d1.jpeg
13,https://www.abc.net.au/news/2025-05-06/donald-trump-movie-tariffs/105257690,Trump has threatened a tariff on movies made outside the US. Here's what we know,Australian Broadcasting Corporation,"May 6, 2025","Film industry under threat amid Trump tariffs ... Donald Trump has announced a plan to rejuvenate the American film industry, with a 100 per cent tariff on movies...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0076070f2249d7b8ff02f538f59fa203bba18dc57f3ba5f8b5c.jpeg
14,https://www.cbc.ca/news/business/trump-trade-threats-eu-apple-1.7541856,"Trump threatens EU with 50% tariff, Apple and other smartphone makers with 25%",CBC,"May 23, 2025","Social Sharing. U.S. President Donald Trump cranked up his trade threats on Friday, recommending 50 per cent tariffs on the European Union and a 25 per cent...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0077209dd751ccd7a107ff5017dbe8dc9c3c156195a83205f29.jpeg
15,https://www.yahoo.com/news/trump-china-tariff-deal-come-165300742.html,Trump’s China Tariff Deal Is About to Come Back to Bite Him,Yahoo.co,"May 19, 2025","Trump's China Tariff Deal Is About to Come Back to Bite Him ... The president's tariffs on China appear to have backfired. Last week, Treasury Secretary Scott...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007cc6a3477a8e57a48ce960c0314f910bc91ea5f67a23b1440.jpeg
16,https://www.ft.com/content/8fba8280-7f8a-4040-96cc-05866f7fd617,Donald Trump threatens Apple and Samsung with 25% tariff on devices,Financial Times,"May 23, 2025",Donald Trump threatens Apple and Samsung with 25% tariff on devices ... President Donald Trump has threatened Apple and Samsung with 25 per cent tariffs on their...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007395e7d691b3a46f3a3164cc390726ae554b7b2018fb0fec8.jpeg
17,https://www.reuters.com/sustainability/boards-policy-regulation/us-tariffs-europe-slowdown-reshape-global-solar-panels-trade-2025-05-07/,"US tariffs, Europe slowdown reshape global solar panels trade",Reuters,"May 8, 2025","Solar panel makers in Laos and Indonesia, mostly owned by Chinese firms, boosted their share in the U.S. market after steep tariffs hit exports from other...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0079c42decd11640e64d20f18e298befd76105f2571381204fd.jpeg
18,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-slide-ahead-of-fed-decision-as-tariff-fears-return-200145988.html,"Stock market today: Dow, S&P 500, Nasdaq slide ahead of Fed decision as tariff fears return",Yahoo Finance,"May 6, 2025","The benchmark S&P 500 (^GSPC) slid about 0.8%, while the Dow Jones Industrial Average (^DJI) dropped nearly 1%, or almost 400 points. The tech-heavy Nasdaq...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007036bb86d97886944fa0cc1bb7513277a3c945d013bc9efcc.jpeg
19,https://www.nbcnews.com/news/asian-america/tiger-balm-tariffs-trump-china-rcna201435,Tiger Balm faces tariff aches and pains from Trump’s trade war with China,NBC News,"May 13, 2025",Tiger Balm faces tariff aches and pains from Trump's trade war with China. The popular ointment has one Chinese factory and one distributor for the U.S. It...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c9e5adf96bd04239f8f117e419d76c0cd62855ee3d2b9284.jpeg
20,https://www.wsj.com/world/china/china-exults-in-trumps-tariff-pullback-8ca19720?gaa_at=eafs&gaa_n=ASWzDAg0JPK-DbbON97uogKisBv2ucCh6jEJ693x8DtaK3uc6sSgffuPtNH6&gaa_ts=688ca824&gaa_sig=lClFZMe0HI2LB6JKYmTCgze52bCnuIxY1JAitwQkSvsyLGHnRD6lW_uau9pUR16T3_qy7aA8PsVDUc1VTG6cpQ%3D%3D,China Exults in Trump’s Tariff Pullback - WSJ,The Wall Street Journal,"May 13, 2025","US and China agree to a 90-day tariff pause, easing trade war tensions and boosting China's economy. Xi Jinping hails the tariff truce as a win.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0073e01f7ab307a895fe589c33ea503e0e9a26d059855b05348.jpeg
21,https://www.marketwatch.com/story/s-p-500-scores-best-may-since-1990-but-stocks-end-month-with-fresh-tariffs-worries-f605410e,"S&P 500 scores best May since 1990, but stocks end month with fresh tariff worries",MarketWatch,"May 30, 2025","rose 6.2% in May, after falling for three straight months, to log its largest monthly jump since November 2023. The big gain marked its best May since 1990,...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007cfc699dcc1a44115537587e0a1fb663f1b35e0cb7c5cb21f.jpeg
22,https://www.theguardian.com/business/2025/may/01/mcdonalds-decline-global-sales-first-quarter,McDonald’s and General Motors say Trump’s tariff war is harming business,The Guardian,"May 1, 2025",McDonald's and General Motors say Trump's tariff war is harming business ... McDonald's and General Motors have warned that uncertainty around Donald Trump's...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00785ecd4797ef30d8c224a484cc52564a7a3b7d42b79796380.jpeg
23,https://www.ft.com/content/92887b83-1b99-4d69-ba70-6bc812e23dbe,China and US agree to slash tariffs,Financial Times,"May 12, 2025","After talks in Geneva, the two countries said on Monday they would slash tariffs on each other's goods for at least the next 90 days, with the extra levies the...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00777a4d61475ae1720dff86aadc905d1aba09ead387cb86aed.jpeg
24,https://www.theguardian.com/business/2025/may/05/trump-film-tariffs-may-affect-australia-movie-industry,Trump’s film tariff threat sparks concern in Australian movie industry,The Guardian,"May 5, 2025","Trump's film tariff threat sparks concern in Australian movie industry ... The federal government says it will stand up for the Australian film industry, in...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007278f603e028eabe7de6093a3fbc027483e18ce8ebd668210.jpeg
25,https://www.politico.eu/article/donald-trump-movie-tariff-threat-puzzles-europe/,Trump’s movie tariff threat puzzles Europe,POLITICO.eu,"May 5, 2025","The U.S. president pledged Sunday to slap a 100 percent ""tariff"" on movies ""produced in Foreign Lands,"" after governments worldwide have enticed production...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00765c9745b90b25e193670505f63d2c434354f2fc39f182393.jpeg
26,https://timesofindia.indiatimes.com/world/us/donald-trump-tariffs-news-live-updates-us-china-trade-deal-treasury-secretary-scott-bessent-reciprocal-tariffs-united-states/liveblog/121146341.cms,"Donald Trump Tariff Live Updates: India offered to drop tariffs to zero on US goods, says Trump",Times of India,"May 15, 2025","The US cut tariffs on Chinese products from 145 per cent to 30 per cent for 90 days, while China lowered tariffs on US goods from 125 per cent to 10 per cent.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00784c26518a33c4d40fd944ad21703f63d027a4df210429394.jpeg
27,https://www.businesstimesintl.com/global/hong-kongs-ipo-market-accelerates-amid-tariff-uncertainty-china-stimulus-optimism,"Hong Kong’s IPO market accelerates amid tariff uncertainty, China stimulus optimism",www.businesstimesintl.com,"May 30, 2025","Hong Kong's IPO market accelerates amid tariff uncertainty, China stimulus optimism ... According to Dealogic data, IPOs in Hong Kong have raised US$2.4 billion...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0071d705dfb7272c4d664485229ba08b4821385be6ec238a3f2.jpeg
28,https://timesofindia.indiatimes.com/world/us/donald-trump-downplays-tariff-impact-says-us-kids-may-get-2-dolls-instead-of-30/articleshow/120781729.cms,"Donald Trump downplays China tariff impact, says US kids may get '2 dolls instead of 30'",Times of India,"May 1, 2025","Donald Trump downplays China tariff impact, says US kids may get '2 dolls instead of 30' ... US President Trump defended his tariff strategy despite economic...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0076996e58653d53fe28d7e2d2cabd686c6c5d477c4263f4f00.jpeg
29,https://www.foxnews.com/politics/federal-judge-blocks-5-trump-tariff-executive-orders,Federal judge blocks 5 Trump tariff executive orders,Fox News,"May 29, 2025","A federal judge in Washington, D.C., sided with a Chicago-area toy company on Thursday, blocking five executive orders signed by President Donald Trump that...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00738853c7b0474e0b54cd9a66580bafe47db4b24cc9238d7f1.jpeg
30,https://www.news10.com/hill-politics/court-blocks-trump-tariffs-5-takeaways/amp/,Court blocks Trump tariffs: 5 takeaways,NEWS10 ABC,"May 29, 2025",Much of President Trump's sweeping tariffs were halted Wednesday when a federal court ruled that an emergency law does not give the president unilateral...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007ad9ad8e1920250d35425b8906eddaaf452ed32a1ec9874cd.jpeg
31,https://www.abc.net.au/news/2025-05-30/us-appeals-court-reinstates-trump-tariffs/105356190,US appeals court temporarily reinstates Donald Trump's tariffs,Australian Broadcasting Corporation,"May 29, 2025",In short: A US appeals court has paused a trade court decision that found many of the Trump administration's tariffs were illegal. It comes a day after the...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00797217560a450f0ad85ab84872a17c37516973b6c7f75044b.jpeg
32,https://www.euractiv.com/section/economy-jobs/news/eu-targets-american-aircraft-as-trump-tariff-dispute-heats-up/,EU targets American aircraft as Trump tariff dispute heats up,Euractiv,"May 8, 2025","The European Commission threatened on Thursday to hit powerful US aircraft manufacturers such as Boeing with tariffs, as the EU sought to ratchet up pressure...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007e536717b1dde4c38f3a938dcfa7a5fdb09589e98c432e03f.jpeg
33,https://theconversation.com/how-do-you-put-a-tariff-on-movies-heres-what-trumps-plan-could-mean-for-australia-255948,How do you put a tariff on movies? Here’s what Trump’s plan could mean for Australia,The Conversation,"May 7, 2025","Movies are a kind of intellectual property. They're intangible products or services, not physical goods. If a tariff was applied to movies, they'd become the...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b7d4d5ca545b4ef3813abf7ce5e4f6f351052c358835d2ac.jpeg
34,https://www.politico.eu/article/trumps-tariffs-hit-made-in-china-barbie-dolls/,Barbie dolls become new victim of Trump’s tariff war,POLITICO.eu,"May 6, 2025","Mattel — the toymaking giant and inventor of the iconic Barbie — plans to hike up its prices in the U.S., the company said in a statement Monday...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007606abac8d5acd8c5c650879a4954148399ab73e2a430b79c.jpeg
35,https://www.wsj.com/livecoverage/stock-market-today-tariffs-trade-war-05-09-2025?gaa_at=eafs&gaa_n=ASWzDAhDF4UnulQJ-PpnhQcAi7DQnGnIzoijAiTvtBx0TaW8vryEQMgC_-uJ&gaa_ts=688ca824&gaa_sig=s7EPEMFN-mSSVkcv4DazwCfKuO8AiUlq9x7DcT4NldhWypNHDBzdvqRPlq1VfbSOOqhB5EPYKJNFtKW97tAxqw%3D%3D,"Stock Market News, May 9, 2025: Trump Floats Lowering China Tariffs to 80%, Says Many Trade Deals to Come",The Wall Street Journal,"May 10, 2025","President Trump negotiated a trade agreement with the UK. He also laid down a marker for coming talks with Beijing, floating the idea of 80% tariffs.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007de3e25f0470b47344c7a39e5523f6f7fef1455c981423563.jpeg
36,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-slide-as-tariff-fears-revive-to-kick-off-big-fed-week-133033489.html,"Stock market today: S&P 500, Nasdaq pause rally as tariff fears revive to kick off big Fed week",Yahoo Finance,"May 5, 2025",Trump's latest tariff threat has reignited worries about a global trade war.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070c525e962ab1b7cf2b8ff24e9bb6438af373632cade61149.jpeg
37,https://www.cnbc.com/2025/05/08/india-looks-ready-for-a-deal-with-the-us-but-at-what-costs-.html,CNBC's Inside India newsletter: India looks ready for a deal with the U.S. — but at what cost?,CNBC,"May 8, 2025","U.S. President Donald Trump has, on several occasions, referred to India as the ""tariff king,"" but now New Delhi stands ready to abdicate its throne.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0072fd2b2a3d7a15d21128004197ec0bab2494e2735fe89a8d9.jpeg
38,https://www.ft.com/content/5b8e9e5b-8f85-4f72-8fc4-3f93e03f09ae,General Motors to deploy ‘Covid playbook’ to offset $5bn tariff hit,Financial Times,"May 1, 2025",GM's warning of a tariff exposure of between $4bn and $5bn — including $2bn for vehicles imported from South Korea — came even after Trump offered some relief...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0077d369131bb4c482b6ca00c83330b4f781411f3a722ead3d8.jpeg
39,https://www.abc.net.au/news/2025-05-09/us-uk-trade-deal-steel-cars/105271332,"US and UK strike deal as Trump slashes tariffs on British steel, cars",Australian Broadcasting Corporation,"May 8, 2025",What's in the deal? · The 10 per cent baseline tariff introduced by Mr Trump remains in place. · Tariffs on some British-made cars will be reduced from 27.5 per...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007a24f7d7a56d84209b3d2d890268e9a5b8c908cd93aa9bb53.jpeg
40,https://www.abc.net.au/news/2025-05-12/us-treasury-secretary-90-day-pause-on-china-tariffs/105283686,Trump claims 'reset' with China following tariff agreement,Australian Broadcasting Corporation,"May 12, 2025","In short: The United States and China have agreed to a 90-day pause on reciprocal tariffs, with Donald Trump praising the deal as a ""total reset"". The US will...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070246d0cefa6f4c6dab0d2833657973f74a6b86c0dcb42319.jpeg
41,https://www.cbc.ca/news/business/trump-us-film-industry-tariffs-1.7526419,"After Trump vows tariffs on foreign movies, the Canadian film industry says he's lost the plot",CBC,"May 6, 2025",Canada's film industry could face major challenges after U.S. President Donald Trump announced plans to impose 100 per cent tariffs on all foreign-made movies.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c56612df306c7d73df0a443fdbd96a7b54dfcdd95d56c4db.jpeg
42,https://globalnews.ca/news/11164124/trump-movie-industry-tariffs/,Trump wants non-U.S. movies to face 100% tariff. Who could it impact?,Global News,"May 5, 2025","In a post Sunday night on his Truth Social platform, Trump said he has authorized the Department of Commerce and the Office of the U.S. Trade Representative to...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0074688dd64865c63698fb80ea1b8381f76053fb5ca66b48b51.jpeg
43,https://www.mltaikins.com/insights/the-evolving-united-states-canada-tariff-landscape-energy-trade-summary/,The evolving United States-Canada tariff landscape: Energy trade summary,MLT Aikins,"May 6, 2025","Energy trade that does not comply with CUSMA will be subject to the 10% tariffs, and all other non-CUSMA compliant trade will be charged a 25% tariff.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007a01b4734e75de68f7cb878e933046e94463925935a8e520d.jpeg
44,https://www.hindustantimes.com/world-news/bangladesh-to-slash-duties-on-more-than-100-us-goods-ahead-of-tariff-talks-report-101747747890501.html,Bangladesh to slash duties on more than 100 US goods ahead of tariff talks: Report | World News - Hindustan Times,Hindustan Times,"May 20, 2025","US President Donald Trump on April 2 declared a 10 per cent baseline tax on imports from all countries and higher tariffs on at least two dozen nations,...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0076c8484d4fae35767b5995cda87674d21bffb8ba614dce589.jpeg
45,https://www.abc.net.au/listen/programs/latenightlive/juliette-kayyem/105316128,US ports and logistics suffer from tariff chaos,Australian Broadcasting Corporation,"May 20, 2025","Program: US ports and logistics suffer from tariff chaos ... Space to play or pause, M to mute, left and right arrows to seek, up and down arrows for volume. ... US...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0074fb8350374c320102dd74b81f27c8498c61b96de47301aa1.jpeg
46,https://timesofindia.indiatimes.com/business/international-business/what-is-taco-trade-a-term-that-ruffled-donald-trump/articleshow/121476984.cms,Explainer: What is 'TACO trade' - a new nickname mocking Trump's tariff approach,Times of India,"May 29, 2025","The ""TACO trade,"" short for ""Trump Always Chickens Out,"" describes a Wall Street pattern where stocks dip on Trump's tariff threats but rebound when he backs...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007fe826a9754f9440553c6f4f637a67654622858f24e305d78.jpeg
47,https://www.xpsgroup.com/news-views/insights-briefings/trumps-tariff-policy-sign-more-unpredictability-come/,Is Trump’s tariff policy a sign of more unpredictability to come?,XPS Group,"May 9, 2025",Insights and briefings. Is Trump's tariff policy a sign of more unpredictability to come? ... President Trump's “Liberation Day” tariffs sent shockwaves through...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00775e2cd561a11d5203752534234e860314790ddf5e63dba75.png
48,https://www.theguardian.com/us-news/live/2025/may/06/donald-trump-mark-carney-us-canada-tariffs-film-harvard-news-live-updates,"US and China to hold tariff talks in Switzerland this weekend, treasury chief says – as it happened",The Guardian,"May 7, 2025","Bessent confirms trade talks with China begin Saturday in Switzerland. Scott Bessent, the US treasury secretary, told the Fox host Laura Ingraham that he will...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00772121b633500c00e4af661cbab1da313929a964ecf57f75c.jpeg
49,https://timesofindia.indiatimes.com/business/india-business/big-export-boom-india-benefits-from-donald-trumps-tariffs-indian-firms-see-competitive-position-in-the-us-tariff-scenario/articleshow/121407285.cms,Big export boom: India benefits from Donald Trump’s tariffs; Indian firms see competitive position in the,The Times of India,"May 26, 2025","Despite Trump's demand for local production and threat of 25% tariff on mobile phone manufacturers like Apple and Samsung, industry analysts suggest that...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007be22ed2db627e6e3a9e2b72c828d20b6c1d94a02d0adf02b.jpeg
50,https://www.nbcpalmsprings.com/2025/07/26/trump-floats-80-tariff-rate-as-uschina-trade-talks-resume-what-it-could-mean-for-local-businesses,Trump Floats 80% Tariff Rate as U.S.–China Trade Talks Resume: What It Could Mean for Local Businesses,NBC Palm Springs,"May 10, 2025","This weekend, American and Chinese officials will meet in Switzerland for the first time since the major tariff hike in March—one that severely disrupted...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0073a2d3bf6d33ad20ce01e17c91c91128d1ce95bc1831322ae.jpeg
51,https://www.wsj.com/economy/trade/european-union-exports-tariffs-explained-64acab19?gaa_at=eafs&gaa_n=ASWzDAjY3ymwCAudfCuPIHxXIwwvNsdMYfbQNbS81yIkAM2jSK17guvCXxNv&gaa_ts=688ca824&gaa_sig=-Vtf4S9THepuDJkv3KZ3ehKPxuY7nT_8pfJP75CW1OaFSVVgw5giIJ4psCaS7pUJahZcg6mo2kkY6EFy01DPgw%3D%3D,Trade Between the U.S. and EU Is Massive. We Break It Down.,The Wall Street Journal,"May 24, 2025","In 2024, the U.S. imported about $606 billion in goods from the EU and exported around $370 billion. This kind of imbalance is a major sticking point for Trump...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00796140193c488e47cc13a236cde606d07c849670639aed4f3.png
52,https://news.ubc.ca/2025/05/whats-next-for-canada-in-the-tariff-landscape/,What’s next for Canada in the tariff landscape?,UBC News,"May 15, 2025","Two months after U.S. tariffs took effect, UBC Sauder's Sam Roscoe breaks down the impact on Canadian industries—and what's needed to stay competitive...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00772e3eece0f5363cc7909dc665e56749a54452a638a116c1b.jpeg
53,https://www.businesstimesintl.com/asean/tariff-shift-opens-doors-vietnams-steel-risks-loom,"Tariff shift opens doors for Vietnam’s steel, but risks loom",www.businesstimesintl.com,"May 30, 2025","Tariff shift opens doors for Vietnam's steel, but risks loom ... To protect domestic producers, Vietnam imposes anti-dumping duties on Chinese steel. To protect...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00798304180725d32f72b4a2f8fb18dfbf99e1f7f48cdfb1211.jpeg
54,https://www.deccanherald.com/india/india-may-reassess-us-trade-deal-strategy-3563800,India to Reassess US Trade Deal Strategy Amid Trump Tariff Uncertainty,Deccan Herald,"May 29, 2025","“With the Trump tariffs standing on shaky legal ground, India must pause and reassess its negotiation strategy before committing to an FTA that could...",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007155d624ab235fecfa55cccc6a41f2b3797f455be626f7b60.jpeg
55,https://www.wsj.com/livecoverage/stock-market-today-tariffs-trade-war-05-29-2025?gaa_at=eafs&gaa_n=ASWzDAji7eTrAGqxBOaEJpl8ntfytPER6x8A123AZSTVDYogeWkTsi0ndy7W&gaa_ts=688ca824&gaa_sig=3Qxg8qADNDp_iHXxYJ8gisNoy8bvmFSixR-tkOJJTuzd7SLNOqwt52GQXTZtMXBtpa5icE8NbiMfCJBaUn-EvQ%3D%3D,"Stock Market News, May 29, 2025: Stocks Edge Higher; Court Stays Ruling Blocking Trump's Tariffs",The Wall Street Journal,"May 29, 2025","A federal trade court struck down President Trump's most sweeping tariffs. By Thursday afternoon, stocks had pared gains.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0070391e0f47ccce6a40f08dad26e351e8859c9b51fafe828fe.jpeg
56,https://www.bbc.com/news/articles/c4g2j45d5zeo,De minimis changes: 'I freaked out and spent $400 online',BBC,"May 9, 2025",How consumers are reacting to shipping changes that mean low-value packages entering the US no longer avoid tariffs.,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007b4224b6ddf199e729d85d29b21963caa9ba5f615c64ede7e.jpeg
57,https://www.wbtv.com/2025/05/30/us-inflation-gauge-cools-with-little-sign-tariff-impact-so-far/,"US inflation gauge cools with little sign of tariff impact, so far",WBTV,"May 30, 2025","A key U.S. inflation gauge slowed last month as President Donald Trump's tariffs have yet to noticeably push up prices, while American incomes jumped.",https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d0073f0cfe9604618037227ec78ca961726e7b0e625336372d65.jpeg
58,https://www.abc.net.au/news/2025-05-05/donald-trump-foreign-movies-tariff/105253020,Local film industry's future in doubt as Trump announces 'chilling' tariffs,Australian Broadcasting Corporation,"May 5, 2025",Donald Trump announces 100 per cent tariffs on movies 'produced in foreign lands' ... Has Video Duration: 5 minutes 7 seconds. ... US President Donald Trump has...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007cd18c6b9be4e1a5eb0485a42f7a02d697b054e812632588c.jpeg
59,https://news.sky.com/story/trade-war-trump-floats-china-tariff-cut-to-80-ahead-of-talks-13364410,Trade war: Trump floats China tariff cut to 80% ahead of talks,Sky News,"May 10, 2025",Trade war: Trump floats China tariff cut to 80% ahead of talks. The prospects for some kind of breakthrough between the US and China is playing out on financial...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d007c2d09bbb4de632a21c0948829222a76921bbff8afc44f393.jpeg
60,https://globalnews.ca/news/11175552/us-china-tariff-pause-explained/,Why the U.S.-China tariff pause could signal ‘good news’ for Canadians,Global News,"May 12, 2025",Why the U.S.-China tariff pause could signal 'good news' for Canadians ... The United States and China have agreed to roll back most of their recent tariffs and...,https://serpapi.com/searches/688ca49fd08cfe17a61b623e/images/425beacf8761d00792cf3f66dfafc7b48af08c03b4a55ed25b46a21e7d1030a3.jpeg
